# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3008, i.e. number of multipoles equal to 3007
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  261       5.230016374176e+03       3.379352498862e+00       0.000000000000e+00       8.062724808253e+01       4.433954539553e-08       1.050896368714e-04       9.317588276508e-07 
  262       5.206849376714e+03       3.486584073179e+00       0.000000000000e+00       8.210465621444e+01       4.415547385744e-08       1.041612995336e-04       9.511953126731e-07 
  263       5.183229429299e+03       3.596075437848e+00       0.000000000000e+00       8.356419140969e+01       4.397301311412e-08       1.032335178524e-04       9.705653157808e-07 
  264       5.159164550058e+03       3.707819466974e+00       0.000000000000e+00       8.500519044866e+01       4.379219731432e-08       1.023067361867e-04       9.898674646702e-07 
  265       5.134662980495e+03       3.821808127518e+00       0.000000000000e+00       8.642698504008e+01       4.361304700190e-08       1.013813982068e-04       1.009100580449e-06 
  266       5.109733187020e+03       3.938032469245e+00       0.000000000000e+00       8.782890182752e+01       4.343556849728e-08       1.004579466705e-04       1.028263683358e-06 
  267       5.084383862462e+03       4.056482614664e+00       0.000000000000e+00       8.921026239599e+01       4.325975326725e-08       9.953682319572e-05       1.047355998546e-06 
  268       5.058623927596e+03       4.177147748975e+00       0.000000000000e+00       9.057038327838e+01       4.308557728322e-08       9.861846803157e-05       1.066376961897e-06 
  269       5.032462532662e+03       4.300016110008e+00       0.000000000000e+00       9.190857596211e+01       4.291300036779e-08       9.770331982567e-05       1.085326225903e-06 
  270       5.005909058885e+03       4.425074978170e+00       0.000000000000e+00       9.322414689559e+01       4.274196552943e-08       9.679181538952e-05       1.104203665598e-06 
  271       4.978973119997e+03       4.552310666386e+00       0.000000000000e+00       9.451639749478e+01       4.257239828540e-08       9.588438946079e-05       1.123009384538e-06 
  272       4.951664563756e+03       4.681708510044e+00       0.000000000000e+00       9.578462414973e+01       4.240420597257e-08       9.498147446316e-05       1.141743720830e-06 
  273       4.923993473472e+03       4.813252856937e+00       0.000000000000e+00       9.702811823113e+01       4.223727704635e-08       9.408350026328e-05       1.160407253222e-06 
  274       4.895970169523e+03       4.946927057208e+00       0.000000000000e+00       9.824616609682e+01       4.207148036730e-08       9.319089392518e-05       1.179000807234e-06 
  275       4.867605210878e+03       5.082713453291e+00       0.000000000000e+00       9.943804909835e+01       4.190666447570e-08       9.230407946194e-05       1.197525461348e-06 
  276       4.838909396616e+03       5.220593369856e+00       0.000000000000e+00       1.006030435875e+02       4.174265685365e-08       9.142347758466e-05       1.215982553248e-06 
  277       4.809893767451e+03       5.360547103754e+00       0.000000000000e+00       1.017404209228e+02       4.157926317489e-08       9.054950544880e-05       1.234373686110e-06 
  278       4.780569607250e+03       5.502553913956e+00       0.000000000000e+00       1.028494474762e+02       4.141626654211e-08       8.968257639777e-05       1.252700734945e-06 
  279       4.750947845098e+03       5.646591172151e+00       0.000000000000e+00       1.039294422227e+02       4.125348741518e-08       8.882305479159e-05       1.270964598173e-06 
  280       4.721037224070e+03       5.792631786504e+00       0.000000000000e+00       1.049799527990e+02       4.109097192142e-08       8.797111713787e-05       1.289161331469e-06 
  281       4.690846040552e+03       5.940646624837e+00       0.000000000000e+00       1.060005885789e+02       4.092882142560e-08       8.712687969774e-05       1.307285726878e-06 
  282       4.660382735743e+03       6.090605330653e+00       0.000000000000e+00       1.069909640066e+02       4.076713329939e-08       8.629044196530e-05       1.325332541619e-06 
  283       4.629655896262e+03       6.242476311800e+00       0.000000000000e+00       1.079506986912e+02       4.060600067058e-08       8.546188618790e-05       1.343296498819e-06 
  284       4.598674254739e+03       6.396226729119e+00       0.000000000000e+00       1.088794175019e+02       4.044551216736e-08       8.464127688221e-05       1.361172288259e-06 
  285       4.567446690426e+03       6.551822485100e+00       0.000000000000e+00       1.097767506628e+02       4.028575165780e-08       8.382866034619e-05       1.378954567133e-06 
  286       4.535982229788e+03       6.709228212536e+00       0.000000000000e+00       1.106423338485e+02       4.012679798433e-08       8.302406416680e-05       1.396637960815e-06 
  287       4.504290047109e+03       6.868407263177e+00       0.000000000000e+00       1.114758082783e+02       3.996872469326e-08       8.222749672361e-05       1.414217063633e-06 
  288       4.472379465089e+03       7.029321696383e+00       0.000000000000e+00       1.122768208116e+02       3.981159975929e-08       8.143894668823e-05       1.431686439661e-06 
  289       4.440259955446e+03       7.191932267780e+00       0.000000000000e+00       1.130450240429e+02       3.965548530498e-08       8.065838251958e-05       1.449040623514e-06 
  290       4.407941139515e+03       7.356198417911e+00       0.000000000000e+00       1.137800763968e+02       3.950043731513e-08       7.988575195496e-05       1.466274121159e-06 
  291       4.375432788847e+03       7.522078260896e+00       0.000000000000e+00       1.144816422227e+02       3.934650534602e-08       7.912098149697e-05       1.483381410730e-06 
  292       4.342744825814e+03       7.689528573078e+00       0.000000000000e+00       1.151493918902e+02       3.919373222956e-08       7.836397589631e-05       1.500356943361e-06 
  293       4.309887324202e+03       7.858504781683e+00       0.000000000000e+00       1.157830018838e+02       3.904215377221e-08       7.761461763031e-05       1.517195144024e-06 
  294       4.276870509819e+03       8.028960953472e+00       0.000000000000e+00       1.163821548981e+02       3.889179844863e-08       7.687276637743e-05       1.533890412378e-06 
  295       4.243704761087e+03       8.200849783395e+00       0.000000000000e+00       1.169465399325e+02       3.874268709020e-08       7.613825848744e-05       1.550437123628e-06 
  296       4.210400609650e+03       8.374122583244e+00       0.000000000000e+00       1.174758523867e+02       3.859483256806e-08       7.541090644757e-05       1.566829629401e-06 
  297       4.176968740969e+03       8.548729270310e+00       0.000000000000e+00       1.179697941550e+02       3.844823947102e-08       7.469049834439e-05       1.583062258618e-06 
  298       4.143419994922e+03       8.724618356034e+00       0.000000000000e+00       1.184280737219e+02       3.830290377793e-08       7.397679732163e-05       1.599129318393e-06 
  299       4.109765366409e+03       8.901736934664e+00       0.000000000000e+00       1.188504062567e+02       3.815881252475e-08       7.326954103368e-05       1.615025094930e-06 
  300       4.076016005946e+03       9.080030671905e+00       0.000000000000e+00       1.192365137087e+02       3.801594346614e-08       7.256844109511e-05       1.630743854436e-06 
  301       4.042183220270e+03       9.259443793577e+00       0.000000000000e+00       1.195861249023e+02       3.787426473160e-08       7.187318252585e-05       1.646279844043e-06 
  302       4.008278472937e+03       9.439919074267e+00       0.000000000000e+00       1.198989756315e+02       3.773373447604e-08       7.118342319233e-05       1.661627292741e-06 
  303       3.974313384921e+03       9.621397825983e+00       0.000000000000e+00       1.201748087554e+02       3.759430052493e-08       7.049879324439e-05       1.676780412318e-06 
  304       3.940299735217e+03       9.803819886810e+00       0.000000000000e+00       1.204133742931e+02       3.745590001368e-08       6.981889454802e-05       1.691733398317e-06 
  305       3.906249461440e+03       9.987123609559e+00       0.000000000000e+00       1.206144295184e+02       3.731845902159e-08       6.914330011397e-05       1.706480430997e-06 
  306       3.872174660424e+03       1.017124585043e+01       0.000000000000e+00       1.207777390551e+02       3.718189220003e-08       6.847155352217e-05       1.721015676308e-06 
  307       3.838087588823e+03       1.035612195765e+01       0.000000000000e+00       1.209030749718e+02       3.704610239498e-08       6.780316834198e-05       1.735333286873e-06 
  308       3.804000663711e+03       1.054168576016e+01       0.000000000000e+00       1.209902168770e+02       3.691098026378e-08       6.713762754829e-05       1.749427402985e-06 
  309       3.769926463184e+03       1.072786955622e+01       0.000000000000e+00       1.210389520142e+02       3.677640388626e-08       6.647438293342e-05       1.763292153609e-06 
  310       3.735877726958e+03       1.091460410210e+01       0.000000000000e+00       1.210490753566e+02       3.664223836988e-08       6.581285451491e-05       1.776921657400e-06 
  311       3.701867356967e+03       1.110181860073e+01       0.000000000000e+00       1.210203897022e+02       3.650833544921e-08       6.515242993910e-05       1.790310023726e-06 
  312       3.667907543348e+03       1.128944422618e+01       0.000000000000e+00       1.209527394185e+02       3.637457326880e-08       6.449260370923e-05       1.803452023680e-06 
  313       3.634007096316e+03       1.147742490112e+01       0.000000000000e+00       1.208461132115e+02       3.624098067404e-08       6.383340684020e-05       1.816345152667e-06 
  314       3.600173991657e+03       1.166570699730e+01       0.000000000000e+00       1.207005463105e+02       3.610762359564e-08       6.317500584938e-05       1.828987712989e-06 
  315       3.566416233717e+03       1.185423583776e+01       0.000000000000e+00       1.205160873845e+02       3.597456575507e-08       6.251756550115e-05       1.841378160199e-06 
  316       3.532741854929e+03       1.204295568989e+01       0.000000000000e+00       1.202927986783e+02       3.584186853830e-08       6.186124871178e-05       1.853515106682e-06 
  317       3.499158915333e+03       1.223180975839e+01       0.000000000000e+00       1.200307561489e+02       3.570959086716e-08       6.120621645330e-05       1.865397325260e-06 
  318       3.465675502107e+03       1.242074017831e+01       0.000000000000e+00       1.197300496020e+02       3.557778906860e-08       6.055262765664e-05       1.877023752821e-06 
  319       3.432299729089e+03       1.260968800798e+01       0.000000000000e+00       1.193907828279e+02       3.544651674172e-08       5.990063911383e-05       1.888393493976e-06 
  320       3.399039736304e+03       1.279859322209e+01       0.000000000000e+00       1.190130737386e+02       3.531582462249e-08       5.925040537935e-05       1.899505824745e-06 
  321       3.365903689488e+03       1.298739470464e+01       0.000000000000e+00       1.185970545034e+02       3.518576044623e-08       5.860207867060e-05       1.910360196262e-06 
  322       3.332899779617e+03       1.317603024193e+01       0.000000000000e+00       1.181428716854e+02       3.505636880788e-08       5.795580876753e-05       1.920956238514e-06 
  323       3.300036222426e+03       1.336443651560e+01       0.000000000000e+00       1.176506863783e+02       3.492769101986e-08       5.731174291140e-05       1.931293764099e-06 
  324       3.267321257941e+03       1.355254909560e+01       0.000000000000e+00       1.171206743422e+02       3.479976496774e-08       5.667002570259e-05       1.941372772017e-06 
  325       3.234763150002e+03       1.374030243319e+01       0.000000000000e+00       1.165530261402e+02       3.467262496355e-08       5.603079899770e-05       1.951193451482e-06 
  326       3.202370185786e+03       1.392762985395e+01       0.000000000000e+00       1.159479472746e+02       3.454630159671e-08       5.539420180563e-05       1.960756185759e-06 
  327       3.170150675336e+03       1.411446355078e+01       0.000000000000e+00       1.153056583235e+02       3.442082158268e-08       5.476037018287e-05       1.970061556037e-06 
  328       3.138112951084e+03       1.430073457688e+01       0.000000000000e+00       1.146263950768e+02       3.429620760923e-08       5.412943712792e-05       1.979110345314e-06 
  329       3.106265367377e+03       1.448637283876e+01       0.000000000000e+00       1.139104086727e+02       3.417247818033e-08       5.350153247480e-05       1.987903542321e-06 
  330       3.074616300006e+03       1.467130708926e+01       0.000000000000e+00       1.131579657343e+02       3.404964745759e-08       5.287678278576e-05       1.996442345462e-06 
  331       3.043174145723e+03       1.485546492051e+01       0.000000000000e+00       1.123693485054e+02       3.392772509945e-08       5.225531124305e-05       2.004728166787e-06 
  332       3.011947321776e+03       1.503877275695e+01       0.000000000000e+00       1.115448549871e+02       3.380671609773e-08       5.163723753988e-05       2.012762635987e-06 
  333       2.980944265427e+03       1.522115584833e+01       0.000000000000e+00       1.106847990745e+02       3.368662061196e-08       5.102267777044e-05       2.020547604420e-06 
  334       2.950173433483e+03       1.540253826272e+01       0.000000000000e+00       1.097895106923e+02       3.356743380112e-08       5.041174431918e-05       2.028085149156e-06 
  335       2.919643301816e+03       1.558284287946e+01       0.000000000000e+00       1.088593359319e+02       3.344914565298e-08       4.980454574906e-05       2.035377577055e-06 
  336       2.889362364895e+03       1.576199138222e+01       0.000000000000e+00       1.078946371871e+02       3.333174081092e-08       4.920118668906e-05       2.042427428868e-06 
  337       2.859339135304e+03       1.593990425198e+01       0.000000000000e+00       1.068957932910e+02       3.321519839831e-08       4.860176772079e-05       2.049237483361e-06 
  338       2.829582143273e+03       1.611650075999e+01       0.000000000000e+00       1.058631996517e+02       3.309949184033e-08       4.800638526415e-05       2.055810761473e-06 
  339       2.800099936201e+03       1.629169896083e+01       0.000000000000e+00       1.047972683893e+02       3.298458868332e-08       4.741513146228e-05       2.062150530496e-06 
  340       2.770901078183e+03       1.646541568535e+01       0.000000000000e+00       1.036984284718e+02       3.287045041152e-08       4.682809406548e-05       2.068260308275e-06 
  341       2.741994149533e+03       1.663756653373e+01       0.000000000000e+00       1.025671258518e+02       3.275703226137e-08       4.624535631437e-05       2.074143867445e-06 
  342       2.713387746311e+03       1.680806586842e+01       0.000000000000e+00       1.014038236023e+02       3.264428303311e-08       4.566699682214e-05       2.079805239689e-06 
  343       2.685090479848e+03       1.697682680718e+01       0.000000000000e+00       1.002090020536e+02       3.253214489994e-08       4.509308945594e-05       2.085248720019e-06 
  344       2.657110976274e+03       1.714376121606e+01       0.000000000000e+00       9.898315892923e+01       3.242055321447e-08       4.452370321741e-05       2.090478871091e-06 
  345       2.629457876037e+03       1.730877970241e+01       0.000000000000e+00       9.772680948268e+01       3.230943631261e-08       4.395890212231e-05       2.095500527537e-06 
  346       2.602139833437e+03       1.747179160786e+01       0.000000000000e+00       9.644048663334e+01       3.219871531486e-08       4.339874507933e-05       2.100318800329e-06 
  347       2.575165516143e+03       1.763270500133e+01       0.000000000000e+00       9.512474110309e+01       3.208830392491e-08       4.284328576801e-05       2.104939081171e-06 
  348       2.548543604724e+03       1.779142667205e+01       0.000000000000e+00       9.378014155257e+01       3.197810822566e-08       4.229257251576e-05       2.109367046908e-06 
  349       2.522282045640e+03       1.794787054379e+01       0.000000000000e+00       9.240724812372e+01       3.186805156881e-08       4.174665371596e-05       2.113607560223e-06 
  350       2.496385776939e+03       1.810198331779e+01       0.000000000000e+00       9.100653157564e+01       3.175815196229e-08       4.120559471059e-05       2.117661286834e-06 
  351       2.470858907162e+03       1.825371988128e+01       0.000000000000e+00       8.957845105685e+01       3.164845067450e-08       4.066946171426e-05       2.121527876759e-06 
  352       2.445705452149e+03       1.840303498358e+01       0.000000000000e+00       8.812348050581e+01       3.153898764241e-08       4.013831625694e-05       2.125207050467e-06 
  353       2.420929333829e+03       1.854988323736e+01       0.000000000000e+00       8.664210876117e+01       3.142980140532e-08       3.961221507314e-05       2.128698600140e-06 
  354       2.396534379013e+03       1.869421911997e+01       0.000000000000e+00       8.513483967194e+01       3.132092903772e-08       3.909120999044e-05       2.132002390929e-06 
  355       2.372524318188e+03       1.883599697463e+01       0.000000000000e+00       8.360219220772e+01       3.121240608102e-08       3.857534781712e-05       2.135118362233e-06 
  356       2.348902784305e+03       1.897517101177e+01       0.000000000000e+00       8.204470056892e+01       3.110426647431e-08       3.806467022907e-05       2.138046528970e-06 
  357       2.325673311574e+03       1.911169531025e+01       0.000000000000e+00       8.046291429697e+01       3.099654248404e-08       3.755921365597e-05       2.140786982863e-06 
  358       2.302839334257e+03       1.924552381867e+01       0.000000000000e+00       7.885739838454e+01       3.088926463264e-08       3.705900916659e-05       2.143339893740e-06 
  359       2.280404185456e+03       1.937661035664e+01       0.000000000000e+00       7.722873338572e+01       3.078246162614e-08       3.656408235341e-05       2.145705510824e-06 
  360       2.258371095909e+03       1.950490861600e+01       0.000000000000e+00       7.557751552630e+01       3.067616028069e-08       3.607445321642e-05       2.147884164051e-06 
  361       2.236743192778e+03       1.963037216218e+01       0.000000000000e+00       7.390435681391e+01       3.057038544797e-08       3.559013604619e-05       2.149876265379e-06 
  362       2.215523498447e+03       1.975295443539e+01       0.000000000000e+00       7.220988514829e+01       3.046515993962e-08       3.511113930607e-05       2.151682310115e-06 
  363       2.194714929307e+03       1.987260875195e+01       0.000000000000e+00       7.049474443149e+01       3.036050445051e-08       3.463746551371e-05       2.153302878241e-06 
  364       2.174320294554e+03       1.998928830550e+01       0.000000000000e+00       6.875959467806e+01       3.025643748099e-08       3.416911112180e-05       2.154738635760e-06 
  365       2.154342294977e+03       2.010294616836e+01       0.000000000000e+00       6.700511212529e+01       3.015297525796e-08       3.370606639798e-05       2.155990336032e-06 
  366       2.134783521751e+03       2.021353529270e+01       0.000000000000e+00       6.523198934343e+01       3.005013165494e-08       3.324831530398e-05       2.157058821137e-06 
  367       2.115646455232e+03       2.032100851191e+01       0.000000000000e+00       6.344093534587e+01       2.994791811099e-08       3.279583537408e-05       2.157945023228e-06 
  368       2.096933463744e+03       2.042531854179e+01       0.000000000000e+00       6.163267569938e+01       2.984634354849e-08       3.234859759266e-05       2.158649965903e-06 
  369       2.078646802375e+03       2.052641798188e+01       0.000000000000e+00       5.980795263433e+01       2.974541428986e-08       3.190656627108e-05       2.159174765580e-06 
  370       2.060788611767e+03       2.062425931670e+01       0.000000000000e+00       5.796752515488e+01       2.964513397313e-08       3.146969892372e-05       2.159520632882e-06 
  371       2.043360916909e+03       2.071879491702e+01       0.000000000000e+00       5.611216914922e+01       2.954550346638e-08       3.103794614333e-05       2.159688874024e-06 
  372       2.026365625929e+03       2.080997704116e+01       0.000000000000e+00       5.424267749975e+01       2.944652078104e-08       3.061125147546e-05       2.159680892216e-06 
  373       2.009804528884e+03       2.089775783625e+01       0.000000000000e+00       5.235986019335e+01       2.934818098410e-08       3.018955129228e-05       2.159498189066e-06 
  374       1.993679296556e+03       2.098208933946e+01       0.000000000000e+00       5.046454443154e+01       2.925047610910e-08       2.977277466552e-05       2.159142365994e-06 
  375       1.977991479241e+03       2.106292347936e+01       0.000000000000e+00       4.855757474070e+01       2.915339506599e-08       2.936084323867e-05       2.158615125653e-06 
  376       1.962742505540e+03       2.114021207711e+01       0.000000000000e+00       4.663981308232e+01       2.905692354991e-08       2.895367109840e-05       2.157918273357e-06 
  377       1.947933681155e+03       2.121390684776e+01       0.000000000000e+00       4.471213896318e+01       2.896104394865e-08       2.855116464521e-05       2.157053718519e-06 
  378       1.933566187678e+03       2.128395940153e+01       0.000000000000e+00       4.277544954559e+01       2.886573524911e-08       2.815322246331e-05       2.156023476092e-06 
  379       1.919641081384e+03       2.135032124509e+01       0.000000000000e+00       4.083065975759e+01       2.877097294245e-08       2.775973518968e-05       2.154829668023e-06 
  380       1.906159292024e+03       2.141294378280e+01       0.000000000000e+00       3.887870240314e+01       2.867672892815e-08       2.737058538247e-05       2.153474524708e-06 
  381       1.893121621612e+03       2.147177831800e+01       0.000000000000e+00       3.692052827238e+01       2.858297141680e-08       2.698564738846e-05       2.151960386461e-06 
  382       1.880528743226e+03       2.152677605431e+01       0.000000000000e+00       3.495710625182e+01       2.848966483180e-08       2.660478720993e-05       2.150289704986e-06 
  383       1.868381199792e+03       2.157788809684e+01       0.000000000000e+00       3.298942343457e+01       2.839676970971e-08       2.622786237056e-05       2.148465044858e-06 
  384       1.856679402878e+03       2.162506545351e+01       0.000000000000e+00       3.101848523052e+01       2.830424259959e-08       2.585472178074e-05       2.146489085015e-06 
  385       1.845423631491e+03       2.166825903631e+01       0.000000000000e+00       2.904531547657e+01       2.821203596091e-08       2.548520560200e-05       2.144364620250e-06 
  386       1.834614030861e+03       2.170741966256e+01       0.000000000000e+00       2.707095654689e+01       2.812009806045e-08       2.511914511065e-05       2.142094562716e-06 
  387       1.824250611240e+03       2.174249805621e+01       0.000000000000e+00       2.509646946304e+01       2.802837286779e-08       2.475636256073e-05       2.139681943438e-06 
  388       1.814333121046e+03       2.177345353687e+01       0.000000000000e+00       2.312284461167e+01       2.793681501074e-08       2.439670955048e-05       2.137129103532e-06 
  389       1.804860663550e+03       2.180028044267e+01       0.000000000000e+00       2.115072999049e+01       2.784543609680e-08       2.404018478150e-05       2.134435214641e-06 
  390       1.795832063484e+03       2.182298269831e+01       0.000000000000e+00       1.918069301339e+01       2.775426163389e-08       2.368682262110e-05       2.131598622674e-06 
  391       1.787245990081e+03       2.184156522460e+01       0.000000000000e+00       1.721330902420e+01       2.766331624020e-08       2.333665514167e-05       2.128617645256e-06 
  392       1.779100955773e+03       2.185603394669e+01       0.000000000000e+00       1.524916133578e+01       2.757262360697e-08       2.298971207251e-05       2.125490571324e-06 
  393       1.771395314878e+03       2.186639580224e+01       0.000000000000e+00       1.328884126921e+01       2.748220646064e-08       2.264602075132e-05       2.122215660719e-06 
  394       1.764127262295e+03       2.187265874960e+01       0.000000000000e+00       1.133294819291e+01       2.739208652449e-08       2.230560607544e-05       2.118791143780e-06 
  395       1.757294832196e+03       2.187483177597e+01       0.000000000000e+00       9.382089561777e+00       2.730228447984e-08       2.196849045275e-05       2.115215220931e-06 
  396       1.750895896717e+03       2.187292490559e+01       0.000000000000e+00       7.436880956351e+00       2.721281992666e-08       2.163469375230e-05       2.111486062267e-06 
  397       1.744928164651e+03       2.186694920794e+01       0.000000000000e+00       5.497946121926e+00       2.712371134366e-08       2.130423325458e-05       2.107601807143e-06 
  398       1.739389180139e+03       2.185691680589e+01       0.000000000000e+00       3.565917007710e+00       2.703497604786e-08       2.097712360158e-05       2.103560563750e-06 
  399       1.734276321364e+03       2.184284088390e+01       0.000000000000e+00       1.641433805962e+00       2.694663015369e-08       2.065337674646e-05       2.099360408696e-06 
  400       1.729586799242e+03       2.182473569617e+01       0.000000000000e+00      -2.748550088637e-01       2.685868853146e-08       2.033300190297e-05       2.094999386585e-06 
  401       1.725317656113e+03       2.180261657486e+01       0.000000000000e+00      -2.182292640981e+00       2.677116476536e-08       2.001600549454e-05       2.090475509588e-06 
  402       1.721465764437e+03       2.177649993824e+01       0.000000000000e+00      -4.080213934124e+00       2.668407111090e-08       1.970239110311e-05       2.085786757019e-06 
  403       1.718027825481e+03       2.174640329889e+01       0.000000000000e+00      -5.967945332413e+00       2.659741845183e-08       1.939215941760e-05       2.080931074901e-06 
  404       1.715000368014e+03       2.171234527183e+01       0.000000000000e+00      -7.844804841205e+00       2.651121625649e-08       1.908530818213e-05       2.075906375535e-06 
  405       1.712379747001e+03       2.167434558279e+01       0.000000000000e+00      -9.710101987956e+00       2.642547253363e-08       1.878183214391e-05       2.070710537064e-06 
  406       1.710162142289e+03       2.163242507628e+01       0.000000000000e+00      -1.156313778308e+01       2.634019378769e-08       1.848172300083e-05       2.065341403036e-06 
  407       1.708343557307e+03       2.158660572388e+01       0.000000000000e+00      -1.340320468081e+01       2.625538497351e-08       1.818496934878e-05       2.059796781965e-06 
  408       1.706919817751e+03       2.153691063232e+01       0.000000000000e+00      -1.522958654004e+01       2.617104945050e-08       1.789155662862e-05       2.054074446884e-06 
  409       1.705886570282e+03       2.148336405172e+01       0.000000000000e+00      -1.704155858520e+01       2.608718893626e-08       1.760146707284e-05       2.048172134906e-06 
  410       1.705239281213e+03       2.142599138376e+01       0.000000000000e+00      -1.883838736714e+01       2.600380345960e-08       1.731467965205e-05       2.042087546771e-06 
  411       1.704973235205e+03       2.136481918984e+01       0.000000000000e+00      -2.061933072390e+01       2.592089131309e-08       1.703117002095e-05       2.035818346402e-06 
  412       1.705083533958e+03       2.129987519927e+01       0.000000000000e+00      -2.238363774169e+01       2.583844900492e-08       1.675091046420e-05       2.029362160448e-06 
  413       1.705565094902e+03       2.123118831745e+01       0.000000000000e+00      -2.413054871563e+01       2.575647121030e-08       1.647386984187e-05       2.022716577830e-06 
  414       1.706412649891e+03       2.115878863407e+01       0.000000000000e+00      -2.585929511070e+01       2.567495072224e-08       1.620001353462e-05       2.015879149287e-06 
  415       1.707620743891e+03       2.108270743124e+01       0.000000000000e+00      -2.756909952256e+01       2.559387840177e-08       1.592930338863e-05       2.008847386913e-06 
  416       1.709183733680e+03       2.100297719172e+01       0.000000000000e+00      -2.925917563839e+01       2.551324312757e-08       1.566169766010e-05       2.001618763698e-06 
  417       1.711095786532e+03       2.091963160705e+01       0.000000000000e+00      -3.092872819778e+01       2.543303174507e-08       1.539715095959e-05       1.994190713061e-06 
  418       1.713350878914e+03       2.083270558579e+01       0.000000000000e+00      -3.257695295357e+01       2.535322901488e-08       1.513561419599e-05       1.986560628384e-06 
  419       1.715942795174e+03       2.074223526165e+01       0.000000000000e+00      -3.420303663274e+01       2.527381756075e-08       1.487703452018e-05       1.978725862543e-06 
  420       1.718865126241e+03       2.064825800167e+01       0.000000000000e+00      -3.580615689722e+01       2.519477781686e-08       1.462135526841e-05       1.970683727440e-06 
  421       1.722111268306e+03       2.055081241444e+01       0.000000000000e+00      -3.738548230476e+01       2.511608797452e-08       1.436851590538e-05       1.962431493520e-06 
  422       1.725674421525e+03       2.044993835824e+01       0.000000000000e+00      -3.894017226984e+01       2.503772392838e-08       1.411845196699e-05       1.953966389304e-06 
  423       1.729547588702e+03       2.034567694923e+01       0.000000000000e+00      -4.046937702446e+01       2.495965922190e-08       1.387109500286e-05       1.945285600905e-06 
  424       1.733723573989e+03       2.023807056963e+01       0.000000000000e+00      -4.197223757903e+01       2.488186499233e-08       1.362637251843e-05       1.936386271548e-06 
  425       1.738194981571e+03       2.012716287591e+01       0.000000000000e+00      -4.344788568323e+01       2.480430991507e-08       1.338420791687e-05       1.927265501085e-06 
  426       1.742954214364e+03       2.001299880697e+01       0.000000000000e+00      -4.489544378686e+01       2.472696014737e-08       1.314452044065e-05       1.917920345510e-06 
  427       1.747994079116e+03       1.989562636129e+01       0.000000000000e+00      -4.631413052699e+01       2.464978851118e-08       1.290724507046e-05       1.908348740728e-06 
  428       1.753309627051e+03       1.977510197848e+01       0.000000000000e+00      -4.770358122173e+01       2.457280284854e-08       1.267239346231e-05       1.898552326835e-06 
  429       1.758896373280e+03       1.965148535693e+01       0.000000000000e+00      -4.906353820328e+01       2.449601947576e-08       1.243999599820e-05       1.888533766702e-06 
  430       1.764749695131e+03       1.952483771065e+01       0.000000000000e+00      -5.039374630683e+01       2.441945409346e-08       1.221008208709e-05       1.878295835961e-06 
  431       1.770864831251e+03       1.939522177860e+01       0.000000000000e+00      -5.169395290070e+01       2.434312176437e-08       1.198268014464e-05       1.867841424341e-06 
  432       1.777236880685e+03       1.926270183406e+01       0.000000000000e+00      -5.296390791653e+01       2.426703689085e-08       1.175781757286e-05       1.857173537021e-06 
  433       1.783860801973e+03       1.912734369395e+01       0.000000000000e+00      -5.420336387940e+01       2.419121319213e-08       1.153552073957e-05       1.846295295975e-06 
  434       1.790731412241e+03       1.898921472816e+01       0.000000000000e+00      -5.541207593798e+01       2.411566368122e-08       1.131581495780e-05       1.835209941332e-06 
  435       1.797843386287e+03       1.884838386893e+01       0.000000000000e+00      -5.658980189469e+01       2.404040064166e-08       1.109872446509e-05       1.823920832740e-06 
  436       1.805191255673e+03       1.870492162015e+01       0.000000000000e+00      -5.773630223583e+01       2.396543560384e-08       1.088427240259e-05       1.812431450736e-06 
  437       1.812769407816e+03       1.855890006672e+01       0.000000000000e+00      -5.885134016174e+01       2.389077932119e-08       1.067248079413e-05       1.800745398121e-06 
  438       1.820572085079e+03       1.841039288390e+01       0.000000000000e+00      -5.993468161696e+01       2.381644174594e-08       1.046337052513e-05       1.788866401344e-06 
  439       1.828593383859e+03       1.825947534661e+01       0.000000000000e+00      -6.098609532036e+01       2.374243200476e-08       1.025696132137e-05       1.776798311885e-06 
  440       1.836827253681e+03       1.810622433883e+01       0.000000000000e+00      -6.200535279529e+01       2.366875837394e-08       1.005327172771e-05       1.764545107657e-06 
  441       1.845267496283e+03       1.795071836289e+01       0.000000000000e+00      -6.299222839973e+01       2.359542825446e-08       9.852319086642e-06       1.752110894399e-06 
  442       1.853907764710e+03       1.779303754885e+01       0.000000000000e+00      -6.394649935645e+01       2.352244814660e-08       9.654119516703e-06       1.739499907087e-06 
  443       1.862741562405e+03       1.763326366380e+01       0.000000000000e+00      -6.486794578313e+01       2.344982362441e-08       9.458687890847e-06       1.726716511345e-06 
  444       1.871762242297e+03       1.747148012125e+01       0.000000000000e+00      -6.575635072255e+01       2.337755930980e-08       9.266037814627e-06       1.713765204862e-06 
  445       1.880963005891e+03       1.730777199041e+01       0.000000000000e+00      -6.661150017271e+01       2.330565884639e-08       9.076181604300e-06       1.700650618819e-06 
  446       1.890336902362e+03       1.714222600559e+01       0.000000000000e+00      -6.743318311697e+01       2.323412487299e-08       8.889130264793e-06       1.687377519319e-06 
