# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  419       1.732046761849e+03       2.059266882881e+01       4.718872316573e-02      -3.357333025253e+01       2.527381756075e-08       1.487703452018e-05       1.978725862543e-06 
  420       1.734899977680e+03       2.050001713615e+01       4.734452603811e-02      -3.514440850641e+01       2.519477781686e-08       1.462135526841e-05       1.970683727440e-06 
  421       1.738069890966e+03       2.040399274863e+01       4.750131945486e-02      -3.669186113047e+01       2.511608797452e-08       1.436851590538e-05       1.962431493520e-06 
  422       1.741549696178e+03       2.030463654279e+01       4.765911602332e-02      -3.821486880576e+01       2.503772392838e-08       1.411845196699e-05       1.953966389304e-06 
  423       1.745332391622e+03       2.020199065524e+01       4.781792840841e-02      -3.971260336094e+01       2.495965922190e-08       1.387109500286e-05       1.945285600905e-06 
  424       1.749410778140e+03       2.009609849086e+01       4.797776933257e-02      -4.118422773490e+01       2.488186499233e-08       1.362637251843e-05       1.936386271548e-06 
  425       1.753777457811e+03       1.998700473092e+01       4.813865157565e-02      -4.262889593941e+01       2.480430991507e-08       1.338420791687e-05       1.927265501085e-06 
  426       1.758424832657e+03       1.987475534128e+01       4.830058797480e-02      -4.404575302171e+01       2.472696014737e-08       1.314452044065e-05       1.917920345510e-06 
  427       1.763345720579e+03       1.975939908853e+01       4.846358852377e-02      -4.543403884022e+01       2.464978851118e-08       1.290724507046e-05       1.908348740728e-06 
  428       1.768535228918e+03       1.964099212869e+01       4.862765156226e-02      -4.679340335609e+01       2.457280284854e-08       1.267239346231e-05       1.898552326835e-06 
  429       1.773988942086e+03       1.951959359068e+01       4.879277228663e-02      -4.812360199494e+01       2.449601947576e-08       1.243999599820e-05       1.888533766702e-06 
  430       1.779702309194e+03       1.939526409155e+01       4.895894562136e-02      -4.942439283367e+01       2.441945409346e-08       1.221008208709e-05       1.878295835961e-06 
  431       1.785670643157e+03       1.926806574563e+01       4.912616621710e-02      -5.069553663123e+01       2.434312176437e-08       1.198268014464e-05       1.867841424341e-06 
  432       1.791889119804e+03       1.913806217364e+01       4.929442844862e-02      -5.193679685949e+01       2.426703689085e-08       1.175781757286e-05       1.857173537021e-06 
  433       1.798352776979e+03       1.900531851191e+01       4.946372641282e-02      -5.314793973394e+01       2.419121319213e-08       1.153552073957e-05       1.846295295975e-06 
  434       1.805056513655e+03       1.886990142147e+01       4.963405392670e-02      -5.432873424455e+01       2.411566368122e-08       1.131581495780e-05       1.835209941332e-06 
  435       1.811995089036e+03       1.873187909724e+01       4.980540452539e-02      -5.547895218655e+01       2.404040064166e-08       1.109872446509e-05       1.823920832740e-06 
  436       1.819163121665e+03       1.859132127717e+01       4.997777146010e-02      -5.659836819120e+01       2.396543560384e-08       1.088427240259e-05       1.812431450736e-06 
  437       1.826555088531e+03       1.844829925137e+01       5.015114769612e-02      -5.768675975659e+01       2.389077932119e-08       1.067248079413e-05       1.800745398121e-06 
  438       1.834165324175e+03       1.830288587131e+01       5.032552591083e-02      -5.874390727847e+01       2.381644174594e-08       1.046337052513e-05       1.788866401344e-06 
  439       1.841988019798e+03       1.815515555891e+01       5.050089849168e-02      -5.976959408100e+01       2.374243200476e-08       1.025696132137e-05       1.776798311885e-06 
  440       1.850017222368e+03       1.800518431576e+01       5.067725753415e-02      -6.076360644754e+01       2.366875837394e-08       1.005327172771e-05       1.764545107657e-06 
  441       1.858246833722e+03       1.785304973221e+01       5.085459483981e-02      -6.172573365150e+01       2.359542825446e-08       9.852319086642e-06       1.752110894399e-06 
  442       1.866670609682e+03       1.769883099654e+01       5.103290191424e-02      -6.265576798705e+01       2.352244814660e-08       9.654119516703e-06       1.739499907087e-06 
  443       1.875282159153e+03       1.754260890415e+01       5.121216996506e-02      -6.355350480000e+01       2.344982362441e-08       9.458687890847e-06       1.726716511345e-06 
  444       1.884074943233e+03       1.738446586664e+01       5.139238989991e-02      -6.441874251852e+01       2.337755930980e-08       9.266037814627e-06       1.713765204862e-06 
  445       1.893042274322e+03       1.722448592102e+01       5.157355232443e-02      -6.525128268398e+01       2.330565884639e-08       9.076181604300e-06       1.700650618819e-06 
  446       1.902177315226e+03       1.706275473885e+01       5.175564754029e-02      -6.605092998172e+01       2.323412487299e-08       8.889130264793e-06       1.687377519319e-06 
  447       1.911473078263e+03       1.689935963536e+01       5.193866554312e-02      -6.681749227185e+01       2.316295899690e-08       8.704893467565e-06       1.673950808825e-06 
  448       1.920922424374e+03       1.673438957865e+01       5.212259602054e-02      -6.755078062006e+01       2.309216176685e-08       8.523479528348e-06       1.660375527600e-06 
  449       1.930518062225e+03       1.656793519880e+01       5.230742835017e-02      -6.825060932838e+01       2.302173264560e-08       8.344895384763e-06       1.646656855158e-06 
  450       1.940252547315e+03       1.640008879704e+01       5.249315159756e-02      -6.891679596598e+01       2.295166998234e-08       8.169146573828e-06       1.632800111718e-06 
  451       1.950118281087e+03       1.623094435489e+01       5.267975451424e-02      -6.954916140001e+01       2.288197098474e-08       7.996237209344e-06       1.618810759668e-06 
  452       1.960107510028e+03       1.606059754333e+01       5.286722553566e-02      -7.014752982633e+01       2.281263169067e-08       7.826169959164e-06       1.604694405030e-06 
  453       1.970212324781e+03       1.588914573195e+01       5.305555277923e-02      -7.071172880033e+01       2.274364693970e-08       7.658946022344e-06       1.590456798931e-06 
  454       1.980424659249e+03       1.571668799807e+01       5.324472404227e-02      -7.124158926773e+01       2.267501034419e-08       7.494565106176e-06       1.576103839090e-06 
  455       1.990736289704e+03       1.554332513592e+01       5.343472680003e-02      -7.173694559537e+01       2.260671426021e-08       7.333025403103e-06       1.561641571294e-06 
  456       2.001138833890e+03       1.536915966581e+01       5.362554820366e-02      -7.219763560200e+01       2.253874975800e-08       7.174323567521e-06       1.547076190898e-06 
  457       2.011623750135e+03       1.519429584322e+01       5.381717507821e-02      -7.262350058906e+01       2.247110659226e-08       7.018454692458e-06       1.532414044317e-06 
  458       2.022182336453e+03       1.501883966800e+01       5.400959392062e-02      -7.301438537150e+01       2.240377317207e-08       6.865412286134e-06       1.517661630534e-06 
  459       2.032805729653e+03       1.484289889352e+01       5.420279089769e-02      -7.337013830856e+01       2.233673653047e-08       6.715188248413e-06       1.502825602607e-06 
  460       2.043484904448e+03       1.466658303581e+01       5.439675184413e-02      -7.369061133455e+01       2.226998229382e-08       6.567772847125e-06       1.487912769185e-06 
  461       2.054210672555e+03       1.449000338269e+01       5.459146226048e-02      -7.397565998967e+01       2.220349465072e-08       6.423154694278e-06       1.472930096034e-06 
  462       2.064973681810e+03       1.431327300297e+01       5.478690731114e-02      -7.422514345078e+01       2.213725632078e-08       6.281320722153e-06       1.457884707560e-06 
  463       2.075764415269e+03       1.413650675556e+01       5.498307182236e-02      -7.443892456220e+01       2.207124852293e-08       6.142256159276e-06       1.442783888348e-06 
  464       2.086573190316e+03       1.395982129864e+01       5.517994028020e-02      -7.461686986653e+01       2.200545094346e-08       6.005944506277e-06       1.427635084698e-06 
  465       2.097390157772e+03       1.378333509879e+01       5.537749682856e-02      -7.475884963539e+01       2.193984170379e-08       5.872367511631e-06       1.412445906175e-06 
  466       2.108206335943e+03       1.360716064221e+01       5.557572481076e-02      -7.486479708782e+01       2.187440332173e-08       5.741508390068e-06       1.397222882339e-06 
  467       2.119016750099e+03       1.343138078212e+01       5.577460538267e-02      -7.493488801602e+01       2.180914107246e-08       5.613361693650e-06       1.381967665663e-06 
  468       2.129817389182e+03       1.325607167141e+01       5.597411885237e-02      -7.496936682438e+01       2.174406570472e-08       5.487923853780e-06       1.366680654313e-06 
  469       2.140604179405e+03       1.308131049876e+01       5.617424513033e-02      -7.496848791177e+01       2.167918753547e-08       5.365189960595e-06       1.351362220538e-06 
  470       2.151372983920e+03       1.290717549346e+01       5.637496372721e-02      -7.493251573501e+01       2.161451643625e-08       5.245153743528e-06       1.336012710159e-06 
  471       2.162119602499e+03       1.273374593029e+01       5.657625375156e-02      -7.486172487225e+01       2.155006181930e-08       5.127807551777e-06       1.320632442076e-06 
  472       2.172839771213e+03       1.256110213436e+01       5.677809390757e-02      -7.475640008641e+01       2.148583262357e-08       5.013142334676e-06       1.305221707759e-06 
  473       2.183529162108e+03       1.238932548596e+01       5.698046249281e-02      -7.461683638863e+01       2.142183730054e-08       4.901147621974e-06       1.289780770737e-06 
  474       2.194183382880e+03       1.221849842542e+01       5.718333739597e-02      -7.444333910170e+01       2.135808379994e-08       4.791811504020e-06       1.274309866091e-06 
  475       2.204797976559e+03       1.204870445795e+01       5.738669609458e-02      -7.423622392345e+01       2.129457955522e-08       4.685120611850e-06       1.258809199942e-06 
  476       2.215368421178e+03       1.188002815849e+01       5.759051565279e-02      -7.399581699024e+01       2.123133146899e-08       4.581060097181e-06       1.243278948927e-06 
  477       2.225890129458e+03       1.171255517659e+01       5.779477271907e-02      -7.372245494034e+01       2.116834589817e-08       4.479613612314e-06       1.227719259688e-06 
  478       2.236358448481e+03       1.154637224121e+01       5.799944352396e-02      -7.341648497738e+01       2.110562863911e-08       4.380763289933e-06       1.212130248346e-06 
  479       2.246768659368e+03       1.138156716563e+01       5.820450387781e-02      -7.307826493380e+01       2.104318491244e-08       4.284489722823e-06       1.196511999978e-06 
  480       2.257115976958e+03       1.121822885225e+01       5.840992916855e-02      -7.270816333422e+01       2.098101934782e-08       4.190771943481e-06       1.180864568089e-06 
  481       2.267395549485e+03       1.105644729748e+01       5.861569435935e-02      -7.230655945895e+01       2.091913596853e-08       4.099587403636e-06       1.165187974081e-06 
  482       2.277602458255e+03       1.089631359657e+01       5.882177398645e-02      -7.187384340735e+01       2.085753817588e-08       4.010911953683e-06       1.149482206723e-06 
  483       2.287731717322e+03       1.073791994846e+01       5.902814215684e-02      -7.141041616133e+01       2.079622873348e-08       3.924719822004e-06       1.133747221612e-06 
  484       2.297778273169e+03       1.058135966065e+01       5.923477254602e-02      -7.091668964869e+01       2.073520975132e-08       3.840983594216e-06       1.117982940640e-06 
  485       2.307737004382e+03       1.042672715403e+01       5.944163839574e-02      -7.039308680663e+01       2.067448266972e-08       3.759674192307e-06       1.102189251445e-06 
  486       2.317602721329e+03       1.027411796774e+01       5.964871251173e-02      -6.984004164516e+01       2.061404824305e-08       3.680760853685e-06       1.086366006875e-06 
  487       2.327370165839e+03       1.012362876403e+01       5.985596726144e-02      -6.925799931049e+01       2.055390652343e-08       3.604211110136e-06       1.070513024439e-06 
  488       2.337034010876e+03       9.975357333105e+00       6.006337457178e-02      -6.864741614851e+01       2.049405684408e-08       3.529990766676e-06       1.054630085756e-06 
  489       2.346588860218e+03       9.829402597968e+00       6.027090592687e-02      -6.800875976821e+01       2.043449780264e-08       3.458063880321e-06       1.038716936003e-06 
  490       2.356029248136e+03       9.685864619282e+00       6.047853236578e-02      -6.734250910508e+01       2.037522724427e-08       3.388392738754e-06       1.022773283365e-06 
  491       2.365349639070e+03       9.544844600218e+00       6.068622448023e-02      -6.664915448457e+01       2.031624224461e-08       3.320937838900e-06       1.006798798473e-06 
  492       2.374544427306e+03       9.406444891306e+00       6.089395241239e-02      -6.592919768553e+01       2.025753909254e-08       3.255657865407e-06       9.907931138448e-07 
  493       2.383607936655e+03       9.270768995289e+00       6.110168585255e-02      -6.518315200358e+01       2.019911327277e-08       3.192509669031e-06       9.747558233230e-07 
  494       2.392534420127e+03       9.137921571970e+00       6.130939403694e-02      -6.441154231463e+01       2.014095944834e-08       3.131448244929e-06       9.586864815091e-07 
  495       2.401318059615e+03       9.008008443067e+00       6.151704574539e-02      -6.361490513823e+01       2.008307144283e-08       3.072426710853e-06       9.425846031953e-07 
  496       2.409952965566e+03       8.881136597063e+00       6.172460929913e-02      -6.279378870103e+01       2.002544222248e-08       3.015396285253e-06       9.264496627931e-07 
  497       2.418433176660e+03       8.757414194058e+00       6.193205255847e-02      -6.194875300024e+01       1.996806387815e-08       2.960306265286e-06       9.102810937596e-07 
  498       2.426752659490e+03       8.636950570618e+00       6.213934292060e-02      -6.108036986701e+01       1.991092760703e-08       2.907104004724e-06       8.940782880211e-07 
  499       2.434905308238e+03       8.519856244633e+00       6.234644731729e-02      -6.018922302989e+01       1.985402369428e-08       2.855734891780e-06       8.778405953938e-07 
  500       2.442884944350e+03       8.406242920159e+00       6.255333221265e-02      -5.927590817825e+01       1.979734149440e-08       2.806142326821e-06       8.615673230018e-07 
  501       2.450685316220e+03       8.296223492276e+00       6.275996360084e-02      -5.834103302572e+01       1.974086941250e-08       2.758267700005e-06       8.452577346922e-07 
  502       2.458300098858e+03       8.189912051941e+00       6.296630700384e-02      -5.738521737360e+01       1.968459488535e-08       2.712050368813e-06       8.289110504477e-07 
  503       2.465722893576e+03       8.087423890831e+00       6.317232746917e-02      -5.640909317432e+01       1.962850436229e-08       2.667427635487e-06       8.125264457966e-07 
  504       2.472947227661e+03       7.988875506202e+00       6.337798956765e-02      -5.541330459483e+01       1.957258328596e-08       2.624334724376e-06       7.961030512195e-07 
  505       2.479967498670e+03       7.894370819321e+00       6.358325994038e-02      -5.439848710327e+01       1.951682006681e-08       2.582716221521e-06       7.796403838283e-07 
  506       2.486781837882e+03       7.803959384257e+00       6.378811502515e-02      -5.336520393727e+01       1.946121829922e-08       2.542560984111e-06       7.631396641544e-07 
  507       2.493389328703e+03       7.717676984687e+00       6.399253354816e-02      -5.231400793040e+01       1.940578520837e-08       2.503868692055e-06       7.466025549867e-07 
  508       2.499789069631e+03       7.635559309815e+00       6.419649399385e-02      -5.124546237684e+01       1.935052771050e-08       2.466638514338e-06       7.300307342150e-07 
  509       2.505980174378e+03       7.557641952746e+00       6.439997460382e-02      -5.016014108499e+01       1.929545240412e-08       2.430869102176e-06       7.134258948374e-07 
  510       2.511961771989e+03       7.483960408867e+00       6.460295337577e-02      -4.905862843106e+01       1.924056556122e-08       2.396558582125e-06       6.967897449672e-07 
  511       2.517733006967e+03       7.414550074219e+00       6.480540806242e-02      -4.794151941260e+01       1.918587311832e-08       2.363704549174e-06       6.801240078392e-07 
  512       2.523293039388e+03       7.349446243883e+00       6.500731617048e-02      -4.680941970217e+01       1.913138066751e-08       2.332304059796e-06       6.634304218163e-07 
  513       2.528641045028e+03       7.288684110347e+00       6.520865495955e-02      -4.566294570080e+01       1.907709344730e-08       2.302353624978e-06       6.467107403949e-07 
  514       2.533776215481e+03       7.232298761891e+00       6.540940144107e-02      -4.450272459167e+01       1.902301633352e-08       2.273849203212e-06       6.299667322110e-07 
  515       2.538697758280e+03       7.180325180959e+00       6.560953237727e-02      -4.332939439365e+01       1.896915382994e-08       2.246786193461e-06       6.132001810448e-07 
  516       2.543404897019e+03       7.132798242540e+00       6.580902428009e-02      -4.214360401487e+01       1.891551005899e-08       2.221159428090e-06       5.964128858265e-07 
  517       2.547896871474e+03       7.089752712541e+00       6.600785341012e-02      -4.094601330630e+01       1.886208875225e-08       2.196963165769e-06       5.796066606397e-07 
  518       2.552172937724e+03       7.051223246168e+00       6.620599577553e-02      -3.973729311536e+01       1.880889324092e-08       2.174191084346e-06       5.627833347268e-07 
  519       2.556232368270e+03       7.017244386303e+00       6.640342713101e-02      -3.851812533947e+01       1.875592644618e-08       2.152836273686e-06       5.459447524923e-07 
  520       2.560074452161e+03       6.987850561876e+00       6.660012297673e-02      -3.728920297963e+01       1.870319086944e-08       2.132891228483e-06       5.290927735063e-07 
  521       2.563698495109e+03       6.963076086250e+00       6.679605855723e-02      -3.605123019401e+01       1.865068858252e-08       2.114347841037e-06       5.122292725084e-07 
  522       2.567103819616e+03       6.942955155592e+00       6.699120886040e-02      -3.480492235153e+01       1.859842121771e-08       2.097197394003e-06       4.953561394098e-07 
  523       2.570289765088e+03       6.927521847251e+00       6.718554861637e-02      -3.355100608543e+01       1.854638995777e-08       2.081430553113e-06       4.784752792969e-07 
  524       2.573255687964e+03       6.916810118139e+00       6.737905229651e-02      -3.229021934685e+01       1.849459552583e-08       2.067037359858e-06       4.615886124325e-07 
  525       2.576000961832e+03       6.910853803105e+00       6.757169411229e-02      -3.102331145842e+01       1.844303817515e-08       2.054007224145e-06       4.446980742589e-07 
  526       2.578524977550e+03       6.909686613311e+00       6.776344801429e-02      -2.975104316784e+01       1.839171767883e-08       2.042328916927e-06       4.278056153986e-07 
  527       2.580827143370e+03       6.913342134612e+00       6.795428769108e-02      -2.847418670142e+01       1.834063331943e-08       2.031990562793e-06       4.109132016560e-07 
  528       2.582906885056e+03       6.921853825932e+00       6.814418656819e-02      -2.719352581773e+01       1.828978387847e-08       2.022979632537e-06       3.940228140188e-07 
  529       2.584763646008e+03       6.935255017642e+00       6.833311780701e-02      -2.590985586111e+01       1.823916762583e-08       2.015282935686e-06       3.771364486576e-07 
  530       2.586396887379e+03       6.953578909934e+00       6.852105430378e-02      -2.462398381529e+01       1.818878230908e-08       2.008886613008e-06       3.602561169276e-07 
  531       2.587806088201e+03       6.976858571202e+00       6.870796868847e-02      -2.333672835697e+01       1.813862514267e-08       2.003776128981e-06       3.433838453673e-07 
  532       2.588990745504e+03       7.005126936418e+00       6.889383332376e-02      -2.204891990936e+01       1.808869279711e-08       1.999936264235e-06       3.265216756992e-07 
  533       2.589950374433e+03       7.038416805507e+00       6.907862030396e-02      -2.076140069580e+01       1.803898138791e-08       1.997351107964e-06       3.096716648285e-07 
  534       2.590684508376e+03       7.076760841727e+00       6.926230145392e-02      -1.947502479334e+01       1.798948646458e-08       1.996004050303e-06       2.928358848424e-07 
  535       2.591192699082e+03       7.120191570046e+00       6.944484832801e-02      -1.819065818628e+01       1.794020299943e-08       1.995877774681e-06       2.760164230090e-07 
  536       2.591474516779e+03       7.168741375516e+00       6.962623220903e-02      -1.690917881978e+01       1.789112537628e-08       1.996954250135e-06       2.592153817751e-07 
  537       2.591529550300e+03       7.222442501653e+00       6.980642410717e-02      -1.563147665346e+01       1.784224737912e-08       1.999214723601e-06       2.424348787649e-07 
  538       2.591357407202e+03       7.281327048815e+00       6.998539475889e-02      -1.435845371491e+01       1.779356218062e-08       2.002639712172e-06       2.256770467773e-07 
  539       2.590957713886e+03       7.345426972576e+00       7.016311462592e-02      -1.309102415334e+01       1.774506233057e-08       2.007208995318e-06       2.089440337835e-07 
  540       2.590330115720e+03       7.414774082106e+00       7.033955389418e-02      -1.183011429312e+01       1.769673974420e-08       2.012901607089e-06       1.922380029239e-07 
  541       2.589474277159e+03       7.489400038545e+00       7.051468247269e-02      -1.057666268738e+01       1.764858569044e-08       2.019695828275e-06       1.755611325050e-07 
  542       2.588389881865e+03       7.569336353383e+00       7.068846999252e-02      -9.331620171559e+00       1.760059078002e-08       2.027569178542e-06       1.589156159958e-07 
  543       2.587076632831e+03       7.654614386838e+00       7.086088580574e-02      -8.095949917025e+00       1.755274495350e-08       2.036498408535e-06       1.423036620239e-07 
  544       2.585534685811e+03       7.745254204710e+00       7.103190297840e-02      -6.870539233993e+00       1.750504021580e-08       2.046463637971e-06       1.257274375675e-07 
  545       2.583765962128e+03       7.841230824511e+00       7.120151038913e-02      -5.655932277624e+00       1.745747902568e-08       2.057460968827e-06       1.091888950323e-07 
  546       2.581772871236e+03       7.942507062911e+00       7.136970095218e-02      -4.452590295102e+00       1.741006632993e-08       2.069490361946e-06       9.268993823656e-08 
  547       2.579557880881e+03       8.049044589426e+00       7.153646765323e-02      -3.260979247010e+00       1.736280685126e-08       2.082551533569e-06       7.623247851595e-08 
  548       2.577123517397e+03       8.160803920287e+00       7.170180354991e-02      -2.081569825187e+00       1.731570508257e-08       2.096643952358e-06       5.981843464909e-08 
  549       2.574472366005e+03       8.277744412303e+00       7.186570177237e-02      -9.148374705900e-01       1.726876528123e-08       2.111766836399e-06       4.344973278171e-08 
  550       2.571607071107e+03       8.399824256737e+00       7.202815552385e-02       2.387376088469e-01       1.722199146318e-08       2.127919150203e-06       2.712830635051e-08 
  551       2.568530336584e+03       8.527000473164e+00       7.218915808120e-02       1.378670420353e+00       1.717538739714e-08       2.145099601690e-06       1.085609600640e-08 
  552       2.565244926091e+03       8.659228903348e+00       7.234870279545e-02       2.504471168461e+00       1.712895659862e-08       2.163306639158e-06      -5.364950462832e-09 
  553       2.561753663354e+03       8.796464205100e+00       7.250678309236e-02       3.615645237146e+00       1.708270232395e-08       2.182538448247e-06      -2.153287821045e-08 
  554       2.558059432467e+03       8.938659846156e+00       7.266339247296e-02       4.711693171968e+00       1.703662756425e-08       2.202792948883e-06      -3.764572540927e-08 
  555       2.554165178188e+03       9.085768098035e+00       7.281852451415e-02       5.792110662211e+00       1.699073503934e-08       2.224067792212e-06      -5.370152333072e-08 
  556       2.550073906235e+03       9.237740029914e+00       7.297217286919e-02       6.856388523021e+00       1.694502719158e-08       2.246360357531e-06      -6.969829642452e-08 
  557       2.545788683583e+03       9.394525502490e+00       7.312433126828e-02       7.904012677550e+00       1.689950617964e-08       2.269667749187e-06      -8.563406239892e-08 
  558       2.541312638761e+03       9.556073161852e+00       7.327499351912e-02       8.934464139093e+00       1.685417387230e-08       2.293986793486e-06      -1.015068323015e-07 
  559       2.536648962148e+03       9.722330433347e+00       7.342415350746e-02       9.947218993232e+00       1.680903184207e-08       2.319314035575e-06      -1.173146106006e-07 
  560       2.531800906268e+03       9.893243515445e+00       7.357180519764e-02       1.094174837997e+01       1.676408135886e-08       2.345645736313e-06      -1.330553952672e-07 
  561       2.526771786087e+03       1.006875737361e+01       7.371794263316e-02       1.191751847588e+01       1.671932338353e-08       2.372977869138e-06      -1.487271778576e-07 
  562       2.521564979313e+03       1.024881573417e+01       7.386255993723e-02       1.287399047623e+01       1.667475856142e-08       2.401306116915e-06      -1.643279435967e-07 
  563       2.516183926688e+03       1.043336107818e+01       7.400565131330e-02       1.381062057715e+01       1.663038721578e-08       2.430625868773e-06      -1.798556714612e-07 
  564       2.510632132285e+03       1.062233463529e+01       7.414721104563e-02       1.472685995773e+01       1.658620934122e-08       2.460932216927e-06      -1.953083342645e-07 
  565       2.504913163806e+03       1.081567637760e+01       7.428723349987e-02       1.562215476222e+01       1.654222459700e-08       2.492219953497e-06      -2.106838987410e-07 
  566       2.499030652879e+03       1.101332501358e+01       7.442571312354e-02       1.649594608210e+01       1.649843230035e-08       2.524483567304e-06      -2.259803256323e-07 
  567       2.492988295352e+03       1.121521798185e+01       7.456264444667e-02       1.734766993828e+01       1.645483141970e-08       2.557717240660e-06      -2.411955697725e-07 
  568       2.486789851591e+03       1.142129144513e+01       7.469802208229e-02       1.817675726321e+01       1.641142056782e-08       2.591914846145e-06      -2.563275801751e-07 
  569       2.480439146777e+03       1.163148028406e+01       7.483184072701e-02       1.898263388302e+01       1.636819799499e-08       2.627069943368e-06      -2.713743001203e-07 
  570       2.473940071202e+03       1.184571809110e+01       7.496409516155e-02       1.976472049967e+01       1.632516158200e-08       2.663175775722e-06      -2.863336672427e-07 
  571       2.467296580562e+03       1.206393716435e+01       7.509478025133e-02       2.052243267310e+01       1.628230883319e-08       2.700225267121e-06      -3.012036136197e-07 
  572       2.460512696259e+03       1.228606850146e+01       7.522389094699e-02       2.125518080333e+01       1.623963686936e-08       2.738211018728e-06      -3.159820658602e-07 
  573       2.453592505696e+03       1.251204179350e+01       7.535142228496e-02       2.196237011264e+01       1.619714242066e-08       2.777125305671e-06      -3.306669451945e-07 
  574       2.446540162570e+03       1.274178541879e+01       7.547736938800e-02       2.264340062771e+01       1.615482181943e-08       2.816960073745e-06      -3.452561675640e-07 
  575       2.439359887172e+03       1.297522643680e+01       7.560172746576e-02       2.329766716174e+01       1.611267099295e-08       2.857706936101e-06      -3.597476437123e-07 
  576       2.432055966682e+03       1.321229058201e+01       7.572449181534e-02       2.392455929657e+01       1.607068545612e-08       2.899357169925e-06      -3.741392792760e-07 
  577       2.424632755466e+03       1.345290225777e+01       7.584565782182e-02       2.452346136489e+01       1.602886030415e-08       2.941901713108e-06      -3.884289748769e-07 
  578       2.417094675372e+03       1.369698453017e+01       7.596522095885e-02       2.509375243232e+01       1.598719020513e-08       2.985331160891e-06      -4.026146262143e-07 
  579       2.409446216026e+03       1.394445912193e+01       7.608317678916e-02       2.563480627955e+01       1.594566939252e-08       3.029635762516e-06      -4.166941241578e-07 
  580       2.401691935131e+03       1.419524640621e+01       7.619952096513e-02       2.614599138453e+01       1.590429165768e-08       3.074805417848e-06      -4.306653548412e-07 
  581       2.393836458759e+03       1.444926540056e+01       7.631424922937e-02       2.662667090455e+01       1.586305034220e-08       3.120829673998e-06      -4.445261997564e-07 
  582       2.385884481651e+03       1.470643376071e+01       7.642735741523e-02       2.707620265844e+01       1.582193833032e-08       3.167697721923e-06      -4.582745358484e-07 
  583       2.377840572077e+03       1.496666702081e+01       7.653884420075e-02       2.749404064355e+01       1.578094997228e-08       3.215397683026e-06      -4.719085652886e-07 
  584       2.369708580465e+03       1.522987630554e+01       7.664871944493e-02       2.788004240923e+01       1.574008697612e-08       3.263914446503e-06      -4.854278181891e-07 
  585       2.361492216583e+03       1.549597054872e+01       7.675699606078e-02       2.823416932676e+01       1.569935279413e-08       3.313231744362e-06      -4.988321875920e-07 
  586       2.353195243866e+03       1.576485723545e+01       7.686368728237e-02       2.855638576727e+01       1.565875071426e-08       3.363332849940e-06      -5.121216036166e-07 
  587       2.344821479643e+03       1.603644239566e+01       7.696880666627e-02       2.884665911959e+01       1.561828385632e-08       3.414200573696e-06      -5.252960339079e-07 
  588       2.336374795365e+03       1.631063059777e+01       7.707236809316e-02       2.910495980827e+01       1.557795516813e-08       3.465817258980e-06      -5.383554840866e-07 
  589       2.327859116831e+03       1.658732494224e+01       7.717438576927e-02       2.933126131142e+01       1.553776742160e-08       3.518164777792e-06      -5.512999982021e-07 
  590       2.319278424418e+03       1.686642705521e+01       7.727487422798e-02       2.952554017871e+01       1.549772320885e-08       3.571224526528e-06      -5.641296591857e-07 
  591       2.310636753308e+03       1.714783708210e+01       7.737384833129e-02       2.968777604922e+01       1.545782493824e-08       3.624977421702e-06      -5.768445893064e-07 
  592       2.301938193712e+03       1.743145368119e+01       7.747132327134e-02       2.981795166944e+01       1.541807483036e-08       3.679403895667e-06      -5.894449506289e-07 
  593       2.293186891104e+03       1.771717401723e+01       7.756731457200e-02       2.991605291116e+01       1.537847491405e-08       3.734483892311e-06      -6.019309454721e-07 
  594       2.284387046444e+03       1.800489375505e+01       7.766183809030e-02       2.998206878938e+01       1.533902702231e-08       3.790196862738e-06      -6.143028168708e-07 
  595       2.275542916404e+03       1.829450705315e+01       7.775491001803e-02       3.001599148027e+01       1.529973278823e-08       3.846521760941e-06      -6.265608490383e-07 
  596       2.266658813601e+03       1.858590655733e+01       7.784654688321e-02       3.001781633908e+01       1.526059364086e-08       3.903437039458e-06      -6.387053678305e-07 
  597       2.257739106821e+03       1.887898339425e+01       7.793676555166e-02       2.998754191808e+01       1.522161080103e-08       3.960920645005e-06      -6.507367412132e-07 
  598       2.248788221247e+03       1.917362716506e+01       7.802558322847e-02       2.992516998446e+01       1.518278527720e-08       4.018950014106e-06      -6.626553797293e-07 
  599       2.239810638687e+03       1.946972593901e+01       7.811301745958e-02       2.983070553828e+01       1.514411786118e-08       4.077502068704e-06      -6.744617369693e-07 
  600       2.230810897801e+03       1.976716624700e+01       7.819908613327e-02       2.970415683038e+01       1.510560912394e-08       4.136553211752e-06      -6.861563100429e-07 
  601       2.221793594329e+03       2.006583307526e+01       7.828380748166e-02       2.954553538032e+01       1.506725941121e-08       4.196079322793e-06      -6.977396400520e-07 
  602       2.212763381319e+03       2.036560985889e+01       7.836720008229e-02       2.935485599431e+01       1.502906883925e-08       4.256055753533e-06      -7.092123125667e-07 
