# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:gr.fac. D             17:gr.fac. f          
       8.346578511777e+12       1.084972823908e-23       5.553010851145e-08       1.503062428494e+20       1.409911927559e+04       1.689209447403e-09       1.176794059806e+17       3.206054026516e-08       1.335405017155e+40       1.449328920811e+30       7.751221049034e+30       3.760732865345e-08       9.237916458743e+39       2.259196663950e+40       7.758980029063e+27       7.709086815398e-16       1.999999999715e+00 
       8.288558601566e+12       1.100215607111e-23       5.591937224381e-08       1.482238460366e+20       1.409911927559e+04       1.701033913535e-09       1.168613763462e+17       3.228496404699e-08       1.298658975231e+40       1.419314196670e+30       7.590697955754e+30       3.760732865345e-08       8.983718772560e+39       2.197030853389e+40       7.598296252006e+27       7.817391776052e-16       1.999999999713e+00 
       8.230942007513e+12       1.115672536174e-23       5.631045496557e-08       1.461702994992e+20       1.409911927559e+04       1.712941150929e-09       1.160490331144e+17       3.251095879529e-08       1.262924065945e+40       1.389921059286e+30       7.433499198513e+30       3.760732865345e-08       8.736515787395e+39       2.136575645568e+40       7.440940138652e+27       7.927218313098e-16       1.999999999711e+00 
       8.173725926031e+12       1.131346619633e-23       5.670517566614e-08       1.441452035349e+20       1.409911927558e+04       1.724931738986e-09       1.152423367571e+17       3.273853550683e-08       1.228172466186e+40       1.361136635975e+30       7.279555932324e+30       3.760732865345e-08       8.496115031621e+39       2.077783970213e+40       7.286842775099e+27       8.038587803162e-16       1.999999999709e+00 
       8.116907573020e+12       1.147240908292e-23       5.710171535611e-08       1.421481639794e+20       1.409911927558e+04       1.737006261159e-09       1.144412480209e+17       3.296770525535e-08       1.194377118443e+40       1.332948320637e+30       7.128800737940e+30       3.760732865345e-08       8.262329329810e+39       2.020610052271e+40       7.135936674615e+27       8.151521923192e-16       1.999999999707e+00 
       8.060484183734e+12       1.163358495811e-23       5.750189302489e-08       1.401787921290e+20       1.409911927558e+04       1.749165304987e-09       1.136457279254e+17       3.319847919210e-08       1.161511709745e+40       1.305343768237e+30       6.981167592325e+30       3.760732865345e-08       8.034976656996e+39       1.965009376274e+40       6.988155748073e+27       8.266042654674e-16       1.999999999705e+00 
       8.004453012645e+12       1.179702519318e-23       5.790388968308e-08       1.382367046653e+20       1.409911927558e+04       1.761409462122e-09       1.128557377611e+17       3.343086854642e-08       1.129550651165e+40       1.278310889399e+30       6.836591839739e+30       3.760732865345e-08       7.813879996958e+39       1.910938651673e+40       6.843435275014e+27       8.382172287912e-16       1.999999999702e+00 
       7.948811333312e+12       1.196276160010e-23       5.830952432007e-08       1.363215235808e+20       1.409911927558e+04       1.773739328357e-09       1.120712390875e+17       3.366488462622e-08       1.098469057904e+40       1.251837845108e+30       6.695010163424e+30       3.760732865345e-08       7.598867204386e+39       1.858355779138e+40       6.701711875299e+27       8.499933426368e-16       1.999999999700e+00 
       7.893556438244e+12       1.213082643781e-23       5.871697794646e-08       1.344328761046e+20       1.409911927558e+04       1.786155503655e-09       1.112921937314e+17       3.390053881857e-08       1.068242729910e+40       1.225913041530e+30       6.556360557875e+30       3.760732865345e-08       7.389770870857e+39       1.807219817775e+40       6.562923481356e+27       8.619348991057e-16       1.999999999698e+00 
       7.838685638773e+12       1.230125241842e-23       5.912806955166e-08       1.325703946306e+20       1.409911927558e+04       1.798658592181e-09       1.105185637849e+17       3.413784259027e-08       1.038848133040e+40       1.200525124933e+30       6.420582301682e+30       3.760732865345e-08       7.186428194488e+39       1.757490953251e+40       6.427009310993e+27       8.740442225014e-16       1.999999999696e+00 
       7.784196264918e+12       1.247407271364e-23       5.954279913567e-08       1.307337166457e+20       1.409911927558e+04       1.811249202326e-09       1.097503116036e+17       3.437680748837e-08       1.010262380734e+40       1.175662976712e+30       6.287615930938e+30       3.760732865345e-08       6.988680853178e+39       1.709130466799e+40       6.293909840778e+27       8.863236697814e-16       1.999999999694e+00 
       7.730085665261e+12       1.264932096118e-23       5.995934770908e-08       1.289224846589e+20       1.409911927558e+04       1.823927946742e-09       1.089873998050e+17       3.461744514076e-08       9.824632161962e+39       1.151315708523e+30       6.157403213199e+30       3.760732865345e-08       6.796374881341e+39       1.662100705062e+40       6.163566779979e+27       8.987756310163e-16       1.999999999692e+00 
       7.676351206813e+12       1.282703127135e-23       6.037953426130e-08       1.271363461323e+20       1.409911927558e+04       1.836695442369e-09       1.082297912661e+17       3.485976725671e-08       9.554289950672e+39       1.127472657511e+30       6.029887121979e+30       3.760732865345e-08       6.609360550027e+39       1.616365050786e+40       6.035923045024e+27       9.114025298545e-16       1.999999999690e+00 
       7.622990274889e+12       1.300723823367e-23       6.080153980292e-08       1.253749534120e+20       1.409911927558e+04       1.849552310466e-09       1.074774491223e+17       3.510378562747e-08       9.291386685696e+39       1.104123381645e+30       5.905011811776e+30       3.760732865345e-08       6.427492250344e+39       1.571887894305e+40       5.910922734511e+27       9.242068239944e-16       1.999999999688e+00 
       7.570000272978e+12       1.318997692360e-23       6.122718332335e-08       1.236379636607e+20       1.409911927558e+04       1.862499176639e-09       1.067303367649e+17       3.534951212683e-08       9.035717671207e+39       1.081257655141e+30       5.782722593615e+30       3.760732865345e-08       6.250628380087e+39       1.528634605816e+40       5.788511104720e+27       9.371910056626e-16       1.999999999685e+00 
       7.517378622620e+12       1.337528290938e-23       6.165646482259e-08       1.219250387909e+20       1.409911927558e+04       1.875536670875e-09       1.059884178400e+17       3.559695871169e-08       8.787083843949e+39       1.058865463983e+30       5.662965911096e+30       3.760732865345e-08       6.078631233490e+39       1.486571508417e+40       5.668634545641e+27       9.503576020991e-16       1.999999999683e+00 
       7.465122763277e+12       1.356319225896e-23       6.208756531123e-08       1.202358453991e+20       1.409911927558e+04       1.888665427571e-09       1.052516562463e+17       3.584613742264e-08       8.545291618245e+39       1.036937001542e+30       5.545689316939e+30       3.760732865345e-08       5.911366894003e+39       1.445665851884e+40       5.551240557496e+27       9.637091760489e-16       1.999999999681e+00 
       7.413230152211e+12       1.375374154699e-23       6.252230377868e-08       1.185700547008e+20       1.409911927558e+04       1.901886085564e-09       1.045200161334e+17       3.609706038456e-08       8.310152735271e+39       1.015462664277e+30       5.430841450017e+30       3.760732865345e-08       5.748705130027e+39       1.405885787175e+40       5.436277727744e+27       9.772483262610e-16       1.999999999679e+00 
       7.361698264361e+12       1.394696786197e-23       6.295886123553e-08       1.169273424667e+20       1.409911927558e+04       1.915199288163e-09       1.037934619001e+17       3.634973980722e-08       8.081484116479e+39       9.944330475301e+29       5.318372012859e+30       3.760732865345e-08       5.590519293521e+39       1.367200341632e+40       5.323695708568e+27       9.909776879944e-16       1.999999999677e+00 
       7.310524592215e+12       1.414290881345e-23       6.340087566059e-08       1.153073889594e+20       1.409911927558e+04       1.928605683180e-09       1.030719581927e+17       3.660418798583e-08       7.859107721054e+39       9.738389414093e+29       5.208231749626e+30       3.760732865345e-08       5.436686221386e+39       1.329579394863e+40       5.213445194821e+27       1.004899933531e-15       1.999999999674e+00 
       7.259706645695e+12       1.434160253936e-23       6.384470907506e-08       1.137098788713e+20       1.409911927558e+04       1.942105922963e-09       1.023554699034e+17       3.686041730170e-08       7.642850407289e+39       9.536713267532e+29       5.100372424537e+30       3.760732865345e-08       5.287086139576e+39       1.292993655292e+40       5.105477902439e+27       1.019017772695e-15       1.999999999672e+00 
       7.209241952031e+12       1.454308771342e-23       6.429036147892e-08       1.121345012632e+20       1.409911927558e+04       1.955700664423e-09       1.016439621682e+17       3.711844022277e-08       7.432543797779e+39       9.339213711818e+29       4.994746800743e+30       3.760732865345e-08       5.141602569841e+39       1.257414637355e+40       4.999746547290e+27       1.033333953381e-15       1.999999999670e+00 
       7.159128055642e+12       1.474740355269e-23       6.474147085100e-08       1.105809495038e+20       1.409911927558e+04       1.969390569074e-09       1.009374003656e+17       3.737826930430e-08       7.228024148322e+39       9.145804252284e+29       4.891308619644e+30       3.760732865345e-08       5.000122239037e+39       1.222814639317e+40       4.896204824469e+27       1.047851262090e-15       1.999999999667e+00 
       7.109362518015e+12       1.495458982518e-23       6.519439921249e-08       1.090489212099e+20       1.409911927558e+04       1.983176303058e-09       1.002357501148e+17       3.763991718939e-08       7.029132220431e+39       8.956400185515e+29       4.790012580627e+30       3.760732865345e-08       4.862534990930e+39       1.189166721705e+40       4.794807388015e+27       1.062572524468e-15       1.999999999665e+00 
       7.059942917592e+12       1.516468685762e-23       6.565096555278e-08       1.075381181877e+20       1.409911927558e+04       1.997058537179e-09       9.953897727390e+16       3.790339660968e-08       6.835713157346e+39       8.770918562254e+29       4.690814321227e+30       3.760732865345e-08       4.728733700434e+39       1.156444686335e+40       4.695509831058e+27       1.077500605862e-15       1.999999999663e+00 
       7.010866849645e+12       1.537773554326e-23       6.610935088247e-08       1.060482463746e+20       1.409911927558e+04       2.011037946939e-09       9.884704793833e+16       3.816872038591e-08       6.647616363467e+39       8.589278151071e+29       4.593670397698e+30       3.760732865345e-08       4.598614190196e+39       1.124623055912e+40       4.598268666364e+27       1.092638411871e-15       1.999999999660e+00 
       6.962131926161e+12       1.559377734989e-23       6.657319318037e-08       1.045790157820e+20       1.409911927557e+04       2.025115212568e-09       9.815992843925e+16       3.843590142857e-08       6.464695387100e+39       8.411399402790e+29       4.498538265988e+30       3.760732865345e-08       4.472075149492e+39       1.093677054194e+40       4.503041307296e+27       1.107988888917e-15       1.999999999658e+00 
       6.913735775731e+12       1.581285432786e-23       6.703885446768e-08       1.031301404392e+20       1.409911927557e+04       2.039291019056e-09       9.747758534186e+16       3.870495273853e-08       6.286807806430e+39       8.237204415651e+29       4.405376263108e+30       3.760732865345e-08       4.349018055339e+39       1.063582586700e+40       4.409786049157e+27       1.123555024815e-15       1.999999999656e+00 
       6.865676043427e+12       1.603500911830e-23       6.750815373380e-08       1.017013383370e+20       1.409911927557e+04       2.053566056189e-09       9.679998544375e+16       3.897588740766e-08       6.113815118630e+39       8.066616901191e+29       4.314143588883e+30       3.760732865345e-08       4.229347095792e+39       1.034316221955e+40       4.318462050934e+27       1.139339849355e-15       1.999999999653e+00 
       6.817950390692e+12       1.626028496138e-23       6.798109097872e-08       1.002923313738e+20       1.409911927557e+04       2.067941018582e-09       9.612709577333e+16       3.924871861947e-08       5.945582632025e+39       7.899562150838e+29       4.224800288084e+30       3.760732865345e-08       4.112969095340e+39       1.005855173238e+40       4.229029317402e+27       1.155346434896e-15       1.999999999651e+00 
       6.770556495226e+12       1.648872570479e-23       6.845584721304e-08       9.890284530031e+19       1.409911927557e+04       2.082416605712e-09       9.545888358821e+16       3.952345964977e-08       5.781979361220e+39       7.735967003185e+29       4.137307232933e+30       3.760732865345e-08       3.999793442361e+39       9.781772808496e+39       4.141448681614e+27       1.171577896957e-15       1.999999999648e+00 
       6.723492050870e+12       1.672037581219e-23       6.893606041558e-08       9.753260966726e+19       1.409911927557e+04       2.096993521952e-09       9.479531637359e+16       3.980012386728e-08       5.622877925117e+39       7.575759811955e+29       4.051626105962e+30       3.760732865345e-08       3.889732018576e+39       9.512609948507e+39       4.055681787750e+27       1.188037394829e-15       1.999999999646e+00 
       6.676754767497e+12       1.695528037196e-23       6.941809260752e-08       9.618135777209e+19       1.409911927557e+04       2.111672476606e-09       9.413636184070e+16       4.007872473430e-08       5.468154447736e+39       7.418870414625e+29       3.967719383237e+30       3.760732865345e-08       3.782699130434e+39       9.250853582884e+39       3.971691074311e+27       1.204728132186e-15       1.999999999643e+00 
       6.630342370901e+12       1.719348510588e-23       6.990376277827e-08       9.484882660726e+19       1.409911927557e+04       2.126454183942e-09       9.348198792522e+16       4.035927580740e-08       5.317688461762e+39       7.265230101690e+29       3.885550317920e+30       3.760732865345e-08       3.678611442395e+39       8.996299908774e+39       3.889439757678e+27       1.221653357712e-15       1.999999999641e+00 
       6.584252602682e+12       1.743503637812e-23       7.039307092782e-08       9.353475680902e+19       1.409911927557e+04       2.141339363229e-09       9.283216278572e+16       4.064179073801e-08       5.171362814755e+39       7.114771586582e+29       3.805082924179e+30       3.760732865345e-08       3.577387912046e+39       8.748750731322e+39       3.808891815995e+27       1.238816365731e-15       1.999999999638e+00 
       6.538483220141e+12       1.767998120417e-23       7.088601705618e-08       9.223889260695e+19       1.409911927557e+04       2.156328738772e-09       9.218685480210e+16       4.092628327313e-08       5.029063577931e+39       6.967428976194e+29       3.726281961426e+30       3.760732865345e-08       3.478949726999e+39       8.508013309357e+39       3.730011973399e+27       1.256220496850e-15       1.999999999636e+00 
       6.493031996168e+12       1.792836726009e-23       7.138260116335e-08       9.096098177417e+19       1.409911927557e+04       2.171423039943e-09       9.154603257407e+16       4.121276725600e-08       4.890679957459e+39       6.823137742027e+29       3.649112918885e+30       3.760732865345e-08       3.383220243527e+39       8.273900205321e+39       3.652765684569e+27       1.273869138607e-15       1.999999999633e+00 
       6.447896719134e+12       1.818024289170e-23       7.188282324933e-08       8.970077557824e+19       1.409911927557e+04       2.186623001223e-09       9.090966491963e+16       4.150125662675e-08       4.756104208198e+39       6.681834691927e+29       3.573542000476e+30       3.760732865345e-08       3.290124926894e+39       8.046229139338e+39       3.577119119595e+27       1.291765726132e-15       1.999999999631e+00 
       6.403075192784e+12       1.843565712407e-23       7.238486432470e-08       8.845802873274e+19       1.409911927557e+04       2.201929362231e-09       9.027772087351e+16       4.179176542309e-08       4.625231549805e+39       6.543457942413e+29       3.499536110016e+30       3.760732865345e-08       3.199591293320e+39       7.824822847282e+39       3.503039149165e+27       1.309913742815e-15       1.999999999628e+00 
       6.358565236131e+12       1.869465967098e-23       7.289236236829e-08       8.723249934954e+19       1.409911927557e+04       2.217342867767e-09       8.965016968571e+16       4.208430778100e-08       4.497960085155e+39       6.407946891571e+29       3.427062836725e+30       3.760732865345e-08       3.111548853541e+39       7.609508942767e+39       3.430493330055e+27       1.328316720985e-15       1.999999999625e+00 
       6.314364683348e+12       1.895730094467e-23       7.340167940129e-08       8.602394889172e+19       1.409911927557e+04       2.232864267841e-09       8.902698081997e+16       4.237889793542e-08       4.374190721002e+39       6.275242192518e+29       3.356090441030e+30       3.760732865345e-08       3.025929057936e+39       7.400119782926e+39       3.359449890921e+27       1.346978242594e-15       1.999999999623e+00 
       6.270471383662e+12       1.922363206562e-23       7.391645340249e-08       8.483214212714e+19       1.409911927557e+04       2.248494317716e-09       8.840812395230e+16       4.267555022092e-08       4.253827090830e+39       6.145285727407e+29       3.286587840663e+30       3.760732865345e-08       2.942665243145e+39       7.196492337879e+39       3.289877718382e+27       1.365901939921e-15       1.999999999620e+00 
       6.226883201253e+12       1.949370487249e-23       7.443304639310e-08       8.365684708263e+19       1.409911927557e+04       2.264233777940e-09       8.779356896951e+16       4.297427907242e-08       4.136775479816e+39       6.018020581979e+29       3.218524597056e+30       3.760732865345e-08       2.861692580168e+39       6.998468063807e+39       3.221746343399e+27       1.385091496271e-15       1.999999999618e+00 
       6.183598015147e+12       1.976757193221e-23       7.495509635191e-08       8.249783499889e+19       1.409911927557e+04       2.280083414386e-09       8.718328596773e+16       4.327509902588e-08       4.022944751867e+39       5.893391020632e+29       3.151870901999e+30       3.760732865345e-08       2.782948023893e+39       6.805892779505e+39       3.155025927927e+27       1.404550646698e-15       1.999999999615e+00 
       6.140613719113e+12       2.004528655026e-23       7.547896530014e-08       8.135488028592e+19       1.409911927557e+04       2.296043998286e-09       8.657724525097e+16       4.357802471901e-08       3.912246278663e+39       5.771342462017e+29       3.086597564598e+30       3.760732865345e-08       2.706370264006e+39       6.618616546336e+39       3.089687251849e+27       1.424283178730e-15       1.999999999612e+00 
       6.097928221562e+12       2.032690278098e-23       7.600829121657e-08       8.022776047910e+19       1.409911927557e+04       2.312116306274e-09       8.597541732966e+16       4.388307089199e-08       3.804593870649e+39       5.651821455131e+29       3.022675998480e+30       3.760732865345e-08       2.631899677252e+39       6.436493551492e+39       3.025701700180e+27       1.444292933104e-15       1.999999999609e+00 
       6.055539445444e+12       2.061247543813e-23       7.653943612240e-08       7.911625619596e+19       1.409911927556e+04       2.328301120418e-09       8.537777291922e+16       4.419025238818e-08       3.699903709929e+39       5.534775655907e+29       2.960078209281e+30       3.760732865345e-08       2.559478281019e+39       6.259381994465e+39       2.963041250532e+27       1.464583804517e-15       1.999999999607e+00 
       6.013445328147e+12       2.090206010553e-23       7.707603799645e-08       7.802015109340e+19       1.409911927556e+04       2.344599228261e-09       8.478428293864e+16       4.449958415485e-08       3.598094285005e+39       5.420153804295e+29       2.898776782384e+30       3.760732865345e-08       2.489049688189e+39       6.087143976637e+39       2.901678460845e+27       1.485159742383e-15       1.999999999604e+00 
       5.971643821397e+12       2.119571314792e-23       7.761445885990e-08       7.693923182564e+19       1.409911927556e+04       2.361011422859e-09       8.419491850908e+16       4.481108124388e-08       3.499086327312e+39       5.307905701807e+29       2.838744870909e+30       3.760732865345e-08       2.420559063235e+39       5.919645393919e+39       2.841586457366e+27       1.506024751600e-15       1.999999999601e+00 
       5.930132891159e+12       2.149349172191e-23       7.815833669156e-08       7.587328800264e+19       1.409911927556e+04       2.377538502818e-09       8.360965095241e+16       4.512475881253e-08       3.402802749502e+39       5.197982189537e+29       2.779956183962e+30       3.760732865345e-08       2.353953079527e+39       5.756755832332e+39       2.782738922885e+27       1.527182893331e-15       1.999999999598e+00 
       5.888910517536e+12       2.179545378708e-23       7.870585250203e-08       7.482211214921e+19       1.409911927556e+04       2.394181272338e-09       8.302845178987e+16       4.544063212417e-08       3.309168585421e+39       5.090335126629e+29       2.722384975115e+30       3.760732865345e-08       2.289179877813e+39       5.598348466469e+39       2.725110085200e+27       1.548638285795e-15       1.999999999596e+00 
       5.847974694673e+12       2.210165811731e-23       7.925700629130e-08       7.378549966457e+19       1.409911927556e+04       2.410940541244e-09       8.245129274068e+16       4.575871654898e-08       3.218110931744e+39       4.984917369196e+29       2.666006031134e+30       3.760732865345e-08       2.226189025840e+39       5.444299960750e+39       2.668674705840e+27       1.570395105067e-15       1.999999999593e+00 
       5.807323430659e+12       2.241216431217e-23       7.981179805938e-08       7.276324878257e+19       1.409911927556e+04       2.427817125033e-09       8.187814572064e+16       4.607902756477e-08       3.129558891207e+39       4.881682749671e+29       2.610794660937e+30       3.760732865345e-08       2.164931479086e+39       5.294490373395e+39       2.613408069006e+27       1.592457585894e-15       1.999999999590e+00 
       5.766954747427e+12       2.272703280856e-23       8.037022780627e-08       7.175516053240e+19       1.409911927556e+04       2.444811844908e-09       8.130898284075e+16       4.640158075767e-08       3.043443517413e+39       4.780586056591e+29       2.556726684777e+30       3.760732865345e-08       2.105359542580e+39       5.148803063031e+39       2.559285970747e+27       1.614830022513e-15       1.999999999587e+00 
       5.726866680662e+12       2.304632489246e-23       8.093229553197e-08       7.076103869985e+19       1.409911927556e+04       2.461925527822e-09       8.074377640590e+16       4.672639182291e-08       2.959697761148e+39       4.681583014794e+29       2.503778423656e+30       3.760732865345e-08       2.047426833760e+39       5.007124597882e+39       2.506284708364e+27       1.637516769495e-15       1.999999999584e+00 
       5.687057279704e+12       2.337010271084e-23       8.149982022587e-08       6.978068978915e+19       1.409911927556e+04       2.479159006517e-09       8.018249891350e+16       4.705347656561e-08       2.878256418173e+39       4.584630266030e+29       2.451926688953e+30       3.760732865345e-08       1.991088246364e+39       4.869344667450e+39       2.454381070023e+27       1.660522242585e-15       1.999999999581e+00 
       5.647524607452e+12       2.369842928379e-23       8.206916390918e-08       6.881392298528e+19       1.409911927556e+04       2.496513119563e-09       7.962512305213e+16       4.738285090151e-08       2.799056078464e+39       4.489685349972e+29       2.401148772272e+30       3.760732865345e-08       1.936299915308e+39       4.735355996624e+39       2.403552324597e+27       1.683850919566e-15       1.999999999578e+00 
       5.608266740270e+12       2.403136851676e-23       8.264396456070e-08       6.786055011683e+19       1.409911927556e+04       2.513988711400e-09       7.907162170023e+16       4.771453085776e-08       2.722035076832e+39       4.396706685621e+29       2.351422435491e+30       3.760732865345e-08       1.883019182533e+39       4.605054262159e+39       2.353776211702e+27       1.707507341130e-15       1.999999999575e+00 
       5.569281767895e+12       2.436898521302e-23       8.322240319103e-08       6.692038561941e+19       1.409911927556e+04       2.531586632379e-09       7.852196792475e+16       4.804853257371e-08       2.647133444919e+39       4.305653553095e+29       2.302725901027e+30       3.760732865345e-08       1.831204563796e+39       4.478338011450e+39       2.305030931959e+27       1.731496111760e-15       1.999999999572e+00 
       5.530567793341e+12       2.471134508625e-23       8.380447980016e-08       6.599324649948e+19       1.409911927556e+04       2.549307738806e-09       7.797613497989e+16       4.838487230166e-08       2.574292864500e+39       4.216486075795e+29       2.255037842298e+30       3.760732865345e-08       1.780815716362e+39       4.355108583541e+39       2.257295137435e+27       1.755821900629e-15       1.999999999569e+00 
       5.492122932811e+12       2.505851477333e-23       8.439201337751e-08       6.507895229877e+19       1.409911927556e+04       2.567152892977e-09       7.743409630575e+16       4.872356640771e-08       2.503456622081e+39       4.129165202944e+29       2.208337374382e+30       3.760732865345e-08       1.731813407601e+39       4.235270032306e+39       2.210547922304e+27       1.780489442506e-15       1.999999999566e+00 
       5.453945315602e+12       2.541056184734e-23       8.498318493366e-08       6.417732505916e+19       1.409911927556e+04       2.585122963228e-09       7.689582552705e+16       4.906463137250e-08       2.434569564741e+39       4.043652692484e+29       2.162604044872e+30       3.760732865345e-08       1.684159484438e+39       4.118729051749e+39       2.164768813685e+27       1.805503538678e-15       1.999999999563e+00 
       5.416033084014e+12       2.576755483070e-23       8.557799446862e-08       6.328818928799e+19       1.409911927556e+04       2.603218823971e-09       7.636129645189e+16       4.940808379205e-08       2.367578057190e+39       3.959911094322e+29       2.117817824917e+30       3.760732865345e-08       1.637816843647e+39       4.005394903352e+39       2.119937762679e+27       1.830869057888e-15       1.999999999560e+00 
       5.378384393261e+12       2.612956320848e-23       8.617644198239e-08       6.241137192397e+19       1.409911927556e+04       2.621441355738e-09       7.583048307039e+16       4.975394037853e-08       2.302429940005e+39       3.877903733940e+29       2.073959100451e+30       3.760732865345e-08       1.592749402963e+39       3.895179345432e+39       2.076035135587e+27       1.856590937276e-15       1.999999999557e+00 
       5.340997411381e+12       2.649665744195e-23       8.678034646437e-08       6.154670230344e+19       1.409911927555e+04       2.639791445228e-09       7.530335955351e+16       5.010221796111e-08       2.239074489026e+39       3.797594696321e+29       2.031008663606e+30       3.760732865345e-08       1.548922072990e+39       3.787996564429e+39       2.033041705311e+27       1.882674183348e-15       1.999999999554e+00 
       5.303870319147e+12       2.686890898231e-23       8.738788892515e-08       6.069401212721e+19       1.409911927555e+04       2.658269985345e-09       7.477990025174e+16       5.045293348677e-08       2.177462375857e+39       3.718948810232e+29       1.988947704294e+30       3.760732865345e-08       1.506300729877e+39       3.683763108097e+39       1.990938642937e+27       1.909123872944e-15       1.999999999551e+00 
       5.267001309978e+12       2.724639028457e-23       8.799906936474e-08       5.985313542772e+19       1.409911927555e+04       2.676877875242e-09       7.426007969388e+16       5.080610402111e-08       2.117545629460e+39       3.641931632810e+29       1.947757801975e+30       3.760732865345e-08       1.464852188754e+39       3.582397820529e+39       1.949707509484e+27       1.935945154229e-15       1.999999999548e+00 
       5.230388589849e+12       2.762917482163e-23       8.861388778314e-08       5.902390853682e+19       1.409911927555e+04       2.695616020369e-09       7.374387258578e+16       5.116174674919e-08       2.059277598806e+39       3.566509434486e+29       1.907420917585e+30       3.760732865345e-08       1.424544177890e+39       3.483821778963e+39       1.909330247833e+27       1.963143247695e-15       1.999999999545e+00 
       5.194030377208e+12       2.801733709866e-23       8.923416316975e-08       5.820617005386e+19       1.409911927555e+04       2.714485332511e-09       7.323125380911e+16       5.151987897636e-08       2.002612916552e+39       3.492649184209e+29       1.867919385641e+30       3.760732865345e-08       1.385345313568e+39       3.387958232339e+39       1.869789174816e+27       1.990723447175e-15       1.999999999542e+00 
       5.157924902888e+12       2.841095266752e-23       8.985989552457e-08       5.739976081432e+19       1.409911927555e+04       2.733486729839e-09       7.272219842017e+16       5.188051812913e-08       1.947507463717e+39       3.420318534981e+29       1.829235906498e+30       3.760732865345e-08       1.347225075650e+39       3.294732541541e+39       1.831066973472e+27       2.018691120878e-15       1.999999999538e+00 
       5.122070410018e+12       2.881009814150e-23       9.048926585820e-08       5.660452385876e+19       1.409911927555e+04       2.752621136948e-09       7.221668164862e+16       5.224368175596e-08       1.893918335334e+39       3.349485809689e+29       1.791353538779e+30       3.760732865345e-08       1.310153783814e+39       3.204072121276e+39       1.793146685465e+27       2.047051712429e-15       1.999999999535e+00 
       5.086465153940e+12       2.921485121024e-23       9.112227417063e-08       5.582030440234e+19       1.409911927555e+04       2.771889484906e-09       7.171467889634e+16       5.260938752818e-08       1.841803807041e+39       3.280119987238e+29       1.754255691952e+30       3.760732865345e-08       1.274102574445e+39       3.115906383570e+39       1.756011703655e+27       2.075810741930e-15       1.999999999532e+00 
       5.051107402125e+12       2.962529065485e-23       9.176073945127e-08       5.504694980466e+19       1.409911927555e+04       2.791292711300e-09       7.121616573619e+16       5.297765324080e-08       1.791123302595e+39       3.212190688957e+29       1.717926119063e+30       3.760732865345e-08       1.239043378161e+39       3.030166682797e+39       1.719645764828e+27       2.104973807036e-15       1.999999999529e+00 
       5.015995434086e+12       3.004149636321e-23       9.240284271073e-08       5.428430954006e+19       1.409911927555e+04       2.810831760279e-09       7.072111791081e+16       5.334849681341e-08       1.741837362284e+39       3.145668165301e+29       1.682348909626e+30       3.760732865345e-08       1.204948897959e+39       2.946786262241e+39       1.684032942568e+27       2.134546584044e-15       1.999999999525e+00 
       4.981127541297e+12       3.046354934557e-23       9.304858394898e-08       5.353223516831e+19       1.409911927555e+04       2.830507582601e-09       7.022951133148e+16       5.372193629103e-08       1.693907612196e+39       3.080523282820e+29       1.647508482648e+30       3.760732865345e-08       1.171792587962e+39       2.865700202115e+39       1.649157640288e+27       2.164534828996e-15       1.999999999522e+00 
       4.946502027107e+12       3.089153175028e-23       9.369978215545e-08       5.279058030572e+19       1.409911927555e+04       2.850321135679e-09       6.974132207694e+16       5.409798984499e-08       1.647296734348e+39       3.016727511399e+29       1.613389579811e+30       3.760732865345e-08       1.139548632750e+39       2.786845369015e+39       1.615004584395e+27       2.194944378802e-15       1.999999999519e+00 
       4.912117206661e+12       3.132552687979e-23       9.435643733013e-08       5.205920059667e+19       1.409911927555e+04       2.870273383629e-09       6.925652639219e+16       5.447667577383e-08       1.601968437627e+39       2.954252911765e+29       1.579977258787e+30       3.760732865345e-08       1.108191927260e+39       2.710160366764e+39       1.581558817605e+27       2.225781152372e-15       1.999999999515e+00 
       4.877971406813e+12       3.176561920687e-23       9.501673048362e-08       5.133795368546e+19       1.409911927555e+04       2.890365297314e-09       6.877510068738e+16       5.485801250416e-08       1.557887429533e+39       2.893072123251e+29       1.547256886695e+30       3.760732865345e-08       1.077698057239e+39       2.635585488611e+39       1.548805692387e+27       2.257051151774e-15       1.999999999512e+00 
       4.844062966051e+12       3.221189439106e-23       9.568248060532e-08       5.062669918869e+19       1.409911927555e+04       2.910597854395e-09       6.829702153662e+16       5.524201859161e-08       1.515019388705e+39       2.833158351811e+29       1.515214133691e+30       3.760732865345e-08       1.048043280237e+39       2.563062670742e+39       1.516730864556e+27       2.288760463398e-15       1.999999999508e+00 
