# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:gr.fac. D             17:gr.fac. f          
       2.839971801769e+07       9.371096262984e-13       1.631972732685e-02       1.740260048322e+09       1.409910295591e+04       4.964521989508e-04       4.004105623494e+11       9.422142615573e-03       1.789926693582e+18       5.709310194130e+13       3.053421809000e+14       3.760732865345e-08       1.238215601273e+18       3.028505035786e+18       3.056478287288e+11       6.658177991138e-05       1.999916155089e+00 
       2.820230185631e+07       9.502748166215e-13       1.643396199688e-02       1.716150573387e+09       1.409910284168e+04       4.999273610213e-04       3.976271683433e+11       9.488095241673e-03       1.740673669949e+18       5.591073813501e+13       2.990187279617e+14       3.760732865345e-08       1.204143891805e+18       2.945172790538e+18       2.993180460077e+11       6.751714790731e-05       1.999915568231e+00 
       2.800625800192e+07       9.636249591458e-13       1.654899626192e-02       1.692375114834e+09       1.409910272665e+04       5.034268491796e-04       3.948631226571e+11       9.554509502830e-03       1.692775930989e+18       5.475286037042e+13       2.928262299220e+14       3.760732865345e-08       1.171009726110e+18       2.864133529309e+18       2.931193492712e+11       6.846565605443e-05       1.999914977266e+00 
       2.781157691513e+07       9.771626521473e-13       1.666483571898e-02       1.668929045112e+09       1.409910261081e+04       5.069508337078e-04       3.921182907939e+11       9.621388630021e-03       1.646196183631e+18       5.361896155639e+13       2.867619747839e+14       3.760732865345e-08       1.138787306003e+18       2.785324157619e+18       2.870490238077e+11       6.942748894109e-05       1.999914382165e+00 
       2.761824912289e+07       9.908905304026e-13       1.678148600149e-02       1.645807800786e+09       1.409910249416e+04       5.104994860796e-04       3.893925391919e+11       9.688735876835e-03       1.600898160991e+18       5.250854510333e+13       2.808233067144e+14       3.760732865345e-08       1.107451543180e+18       2.708683317127e+18       2.811044111255e+11       7.040283374855e-05       1.999913782899e+00 
       2.742626521799e+07       1.004811265702e-12       1.689895278651e-02       1.623006881640e+09       1.409910237669e+04       5.140729789694e-04       3.866857352177e+11       9.756554519627e-03       1.556846594131e+18       5.142112470571e+13       2.750076248812e+14       3.760732865345e-08       1.076978039688e+18       2.634151337852e+18       2.752829077890e+11       7.139188028740e-05       1.999913179439e+00 
       2.723561585860e+07       1.018927567369e-12       1.701724178747e-02       1.600521849809e+09       1.409910225840e+04       5.176714862600e-04       3.839977471600e+11       9.824847857682e-03       1.514007184601e+18       5.035622412912e+13       2.693123823135e+14       3.760732865345e-08       1.047343068927e+18       2.561670191717e+18       2.695819642778e+11       7.239482103449e-05       1.999912571756e+00 
       2.704629176784e+07       1.033242182787e-12       1.713635876149e-02       1.578348328909e+09       1.409910213928e+04       5.212951830517e-04       3.813284442228e+11       9.893619213369e-03       1.472346577735e+18       4.931337700166e+13       2.637350847868e+14       3.760732865345e-08       1.018523557176e+18       2.491183447371e+18       2.639990838707e+11       7.341185117038e-05       1.999911959820e+00 
       2.685828373333e+07       1.047757897936e-12       1.725630950023e-02       1.556482003190e+09       1.409910201933e+04       5.249442456701e-04       3.786776965195e+11       9.962871932313e-03       1.431832336678e+18       4.829212660970e+13       2.582732897307e+14       3.760732865345e-08       9.904970656275e+17       2.422636226254e+18       2.585318215522e+11       7.444316861733e-05       1.999911343601e+00 
       2.667158260670e+07       1.062477537932e-12       1.737709984263e-02       1.534918616691e+09       1.409910189854e+04       5.286188516754e-04       3.760453750664e+11       1.003260938354e-02       1.392432917136e+18       4.729202569790e+13       2.529246051585e+14       3.760732865345e-08       9.632417729200e+17       2.355975159865e+18       2.531777829414e+11       7.548897407777e-05       1.999910723069e+00 
       2.648617930320e+07       1.077403967581e-12       1.749873566223e-02       1.513653972416e+09       1.409910177691e+04       5.323191798706e-04       3.734313517763e+11       1.010283495968e-02       1.354117642809e+18       4.631263627328e+13       2.476866886205e+14       3.760732865345e-08       9.367364581441e+17       2.291148348212e+18       2.479346232438e+11       7.654947107339e-05       1.999910098195e+00 
       2.630206480121e+07       1.092540091931e-12       1.762122287982e-02       1.492683931517e+09       1.409910165442e+04       5.360454103102e-04       3.708354994525e+11       1.017355207706e-02       1.316856681511e+18       4.535352941345e+13       2.425572461776e+14       3.760732865345e-08       9.109604843218e+17       2.228105319408e+18       2.428000462238e+11       7.762486598473e-05       1.999909468947e+00 
       2.611923014184e+07       1.107888856840e-12       1.774456745079e-02       1.472004412483e+09       1.409910153107e+04       5.397977243093e-04       3.682576917824e+11       1.024476417594e-02       1.280621021942e+18       4.441428507873e+13       2.375340313967e+14       3.760732865345e-08       8.858937823384e+17       2.166796990369e+18       2.377718031999e+11       7.871536809132e-05       1.999908835296e+00 
       2.593766642846e+07       1.123453249551e-12       1.786877537961e-02       1.451611390352e+09       1.409910140687e+04       5.435763044519e-04       3.656978033315e+11       1.031647472067e-02       1.245382451100e+18       4.349449192823e+13       2.326148443670e+14       3.760732865345e-08       8.615168353164e+17       2.107175628601e+18       2.328476920591e+11       7.982118961241e-05       1.999908197210e+00 
       2.575736482630e+07       1.139236299272e-12       1.799385270715e-02       1.431500895926e+09       1.409910128179e+04       5.473813346003e-04       3.631557095371e+11       1.038868719982e-02       1.211113532314e+18       4.259374713964e+13       2.277975307367e+14       3.760732865345e-08       8.378106634202e+17       2.049194815038e+18       2.280255562929e+11       8.094254574827e-05       1.999907554658e+00 
       2.557831656199e+07       1.155241077763e-12       1.811980551611e-02       1.411669014996e+09       1.409910115584e+04       5.512129999039e-04       3.606312867025e+11       1.046140512636e-02       1.177787583881e+18       4.171165623291e+13       2.230799807690e+14       3.760732865345e-08       8.147568090778e+17       1.992809407899e+18       2.233032840531e+11       8.207965472203e-05       1.999906907609e+00 
       2.540051292315e+07       1.171470699938e-12       1.824663993830e-02       1.392111887580e+09       1.409910102900e+04       5.550714868078e-04       3.581244119910e+11       1.053463203788e-02       1.145378658292e+18       4.084783289738e+13       2.184601284189e+14       3.760732865345e-08       7.923373226103e+17       1.937975507542e+18       2.186788072261e+11       8.323273782216e-05       1.999906256032e+00 
       2.522394525796e+07       1.187928324468e-12       1.837436214191e-02       1.372825707177e+09       1.409910090128e+04       5.589569830625e-04       3.556349634194e+11       1.060837149670e-02       1.113861522032e+18       4.000189882270e+13       2.139359504275e+14       3.760732865345e-08       7.705347482563e+17       1.884650422287e+18       2.141501005280e+11       8.440201944555e-05       1.999905599895e+00 
       2.504860497476e+07       1.204617154397e-12       1.850297834062e-02       1.353806720021e+09       1.409910077266e+04       5.628696777326e-04       3.531628198528e+11       1.068262709007e-02       1.083211635929e+18       3.917348353305e+13       2.095054654366e+14       3.760732865345e-08       7.493321105806e+17       1.832792635173e+18       2.097151806173e+11       8.558772714111e-05       1.999904939166e+00 
       2.487448354159e+07       1.221540437765e-12       1.863249479175e-02       1.335051224349e+09       1.409910064315e+04       5.668097612063e-04       3.507078609982e+11       1.075740243035e-02       1.053405136050e+18       3.836222422498e+13       2.051667331209e+14       3.760732865345e-08       7.287129012572e+17       1.782361771637e+18       2.053721052261e+11       8.679009165408e-05       1.999904273813e+00 
       2.470157248581e+07       1.238701468242e-12       1.876291779627e-02       1.316555569689e+09       1.409910051272e+04       5.707774252043e-04       3.482699673988e+11       1.083270115518e-02       1.024418815124e+18       3.756776560847e+13       2.009178533376e+14       3.760732865345e-08       7.086610662163e+17       1.733318568078e+18       2.011189723099e+11       8.800934697093e-05       1.999903603803e+00 
       2.452986339367e+07       1.256103585765e-12       1.889425369882e-02       1.298316156137e+09       1.409910038139e+04       5.747728627894e-04       3.458490204282e+11       1.090852692764e-02       9.962301044640e+17       3.678975975133e+13       1.967569652952e+14       3.760732865345e-08       6.891609931442e+17       1.685624841287e+18       1.969539192144e+11       8.924573036487e-05       1.999902929104e+00 
       2.435934790992e+07       1.273750177192e-12       1.902650888951e-02       1.280329433670e+09       1.409910024913e+04       5.787962683760e-04       3.434449022846e+11       1.098488343646e-02       9.688170564048e+17       3.602786592683e+13       1.926822467377e+14       3.760732865345e-08       6.701974993280e+17       1.639243458721e+18       1.928751218595e+11       9.049948244202e-05       1.999902249684e+00 
       2.419001773738e+07       1.291644676957e-12       1.915968980211e-02       1.262591901442e+09       1.409910011595e+04       5.828478377391e-04       3.410574959851e+11       1.106177439617e-02       9.421583272085e+17       3.528175046452e+13       1.886919131471e+14       3.760732865345e-08       6.517558198339e+17       1.594138309587e+18       1.888807939411e+11       9.177084718821e-05       1.999901565508e+00 
       2.402186463655e+07       1.309790567742e-12       1.929380291585e-02       1.245100107113e+09       1.409909998184e+04       5.869277680243e-04       3.386866853600e+11       1.113920354730e-02       9.162331604485e+17       3.455108660402e+13       1.847842169617e+14       3.760732865345e-08       6.338215960118e+17       1.550274276733e+18       1.849691861479e+11       9.306007201647e-05       1.999900876545e+00 
       2.385488042519e+07       1.328191381154e-12       1.942885475364e-02       1.227850646171e+09       1.409909984679e+04       5.910362577571e-04       3.363323550471e+11       1.121717465656e-02       8.910213708480e+17       3.383555435200e+13       1.809574468107e+14       3.760732865345e-08       6.163808643152e+17       1.507617209303e+18       1.811385853961e+11       9.436740781516e-05       1.999900182759e+00 
       2.368905697797e+07       1.346850698410e-12       1.956485188930e-02       1.210840161272e+09       1.409909971079e+04       5.951735068529e-04       3.339943904861e+11       1.129569151701e-02       8.665033285643e+17       3.313484034196e+13       1.772099267647e+14       3.760732865345e-08       5.994200454296e+17       1.466133896148e+18       1.773873140788e+11       9.569310899677e-05       1.999899484119e+00 
       2.352438622601e+07       1.365772151036e-12       1.970180093667e-02       1.194065341584e+09       1.409909957384e+04       5.993397166262e-04       3.316726779131e+11       1.137475794825e-02       8.426599439045e+17       3.244863769706e+13       1.735400156020e+14       3.760732865345e-08       5.829259336994e+17       1.425792039971e+18       1.737137293313e+11       9.703743354743e-05       1.999898780589e+00 
       2.336086015653e+07       1.384959421575e-12       1.983970855690e-02       1.177522922145e+09       1.409909943593e+04       6.035350898008e-04       3.293671043550e+11       1.145437779661e-02       8.194726524628e+17       3.177664589569e+13       1.699461060892e+14       3.760732865345e-08       5.668856868461e+17       1.386560232177e+18       1.701162223115e+11       9.840064307711e-05       1.999898072135e+00 
       2.319847081247e+07       1.404416244300e-12       1.997858146206e-02       1.161209683228e+09       1.409909929706e+04       6.077598305197e-04       3.270775576240e+11       1.153455493534e-02       7.969234006660e+17       3.111857063984e+13       1.664266242782e+14       3.760732865345e-08       5.512868159695e+17       1.348407928424e+18       1.665932174957e+11       9.978300287049e-05       1.999897358724e+00 
       2.303721029204e+07       1.424146405942e-12       2.011842640422e-02       1.145122449713e+09       1.409909915722e+04       6.120141443545e-04       3.248039263122e+11       1.161529326480e-02       7.749946317169e+17       3.047412372626e+13       1.629800288161e+14       3.760732865345e-08       5.361171758234e+17       1.311305424836e+18       1.631431719881e+11       1.011847819386e-04       1.999896640320e+00 
       2.287707074843e+07       1.444153746429e-12       2.025925019188e-02       1.129258090466e+09       1.409909901639e+04       6.162982383163e-04       3.225460997861e+11       1.169659671262e-02       7.536692719252e+17       2.984302292020e+13       1.596048102707e+14       3.760732865345e-08       5.213649553601e+17       1.275223834883e+18       1.597645748455e+11       1.026062530712e-04       1.999895916888e+00 
       2.271804438932e+07       1.464442159630e-12       2.040105967171e-02       1.113613517736e+09       1.409909887458e+04       6.206123208649e-04       3.203039681813e+11       1.177846923392e-02       7.329307174132e+17       2.922499183183e+13       1.562994904689e+14       3.760732865345e-08       5.070186685336e+17       1.240135066885e+18       1.564559464153e+11       1.040476928897e-04       1.999895188393e+00 
       2.256012347661e+07       1.485015594117e-12       2.054386174314e-02       1.098185686550e+09       1.409909873178e+04       6.249566019194e-04       3.180774223969e+11       1.186091481153e-02       7.127628211888e+17       2.861975979517e+13       1.530626218501e+14       3.760732865345e-08       4.930671453570e+17       1.206011802143e+18       1.532158376878e+11       1.055093819012e-04       1.999894454800e+00 
       2.240330032595e+07       1.505878053928e-12       2.068766335469e-02       1.082971594119e+09       1.409909858798e+04       6.293312928684e-04       3.158663540907e+11       1.194393745610e-02       6.931498805727e+17       2.802706174959e+13       1.498927868316e+14       3.760732865345e-08       4.794995232054e+17       1.172827473669e+18       1.500428296612e+11       1.069916045529e-04       1.999893716073e+00 
       2.224756730642e+07       1.527033599351e-12       2.083247150040e-02       1.067968279259e+09       1.409909844317e+04       6.337366065800e-04       3.136706556734e+11       1.202754120638e-02       6.740766249732e+17       2.744663812370e+13       1.467885971878e+14       3.760732865345e-08       4.663052383584e+17       1.140556245502e+18       1.469355327205e+11       1.084946492873e-04       1.999892972177e+00 
       2.209291684016e+07       1.548486347710e-12       2.097829322702e-02       1.053172821806e+09       1.409909829735e+04       6.381727574126e-04       3.114902203037e+11       1.211173012935e-02       6.555282039958e+17       2.687823472166e+13       1.437486934427e+14       3.760732865345e-08       4.534740177751e+17       1.109172992592e+18       1.438925860288e+11       1.100188085989e-04       1.999892223074e+00 
       2.193934140197e+07       1.570240474171e-12       2.112513562679e-02       1.038582342059e+09       1.409909815051e+04       6.426399612250e-04       3.093249418830e+11       1.219650832049e-02       6.374901758813e+17       2.632160261189e+13       1.407717442742e+14       3.760732865345e-08       4.409958710959e+17       1.078653281237e+18       1.409126569311e+11       1.115643790903e-04       1.999891468729e+00 
       2.178683351896e+07       1.592300212551e-12       2.127300584471e-02       1.024194000208e+09       1.409909800264e+04       6.471384353870e-04       3.071747150500e+11       1.228187990390e-02       6.199484962609e+17       2.577649801803e+13       1.378564459308e+14       3.760732865345e-08       4.288610828633e+17       1.048973350063e+18       1.379944403712e+11       1.131316615306e-04       1.999890709105e+00 
       2.163538577019e+07       1.614669856140e-12       2.142191107305e-02       1.010004995790e+09       1.409909785373e+04       6.516683987899e-04       3.050394351762e+11       1.236784903255e-02       6.028895072219e+17       2.524268221219e+13       1.350015216612e+14       3.760732865345e-08       4.170602049582e+17       1.020110091521e+18       1.351366583196e+11       1.147209609135e-04       1.999889944164e+00 
       2.148499078631e+07       1.637353758543e-12       2.157185855685e-02       9.960125671381e+08       1.409909770378e+04       6.562300718573e-04       3.029189983601e+11       1.245441988849e-02       5.862999266732e+17       2.471992141036e+13       1.322057211548e+14       3.760732865345e-08       4.055840492433e+17       9.920410338971e+17       1.323380592140e+11       1.163325865168e-04       1.999889173871e+00 
       2.133564124919e+07       1.660356334522e-12       2.172285559027e-02       9.822139908479e+08       1.409909755279e+04       6.608236765558e-04       3.008133014226e+11       1.254159668300e-02       5.701668380042e+17       2.420798667008e+13       1.294678199941e+14       3.760732865345e-08       3.944236804090e+17       9.647443238173e+17       1.295974174115e+11       1.179668519624e-04       1.999888398187e+00 
       2.118732989157e+07       1.683682060856e-12       2.187490951837e-02       9.686065812450e+08       1.409909740073e+04       6.654494364056e-04       2.987222419017e+11       1.262938365684e-02       5.544776800277e+17       2.370665379015e+13       1.267866191185e+14       3.760732865345e-08       3.835704090169e+17       9.381987092311e+17       1.269135326512e+11       1.196240752778e-04       1.999887617074e+00 
       2.104004949671e+07       1.707335477212e-12       2.202802773900e-02       9.551876898635e+08       1.409909724761e+04       6.701075764917e-04       2.966457180478e+11       1.271778508046e-02       5.392202372001e+17       2.321570321244e+13       1.241609442994e+14       3.760732865345e-08       3.730157847340e+17       9.123835228668e+17       1.242852295289e+11       1.213045789572e-04       1.999886830495e+00 
       2.089379289805e+07       1.731321187031e-12       2.218221770090e-02       9.419547049300e+08       1.409909709342e+04       6.747983234745e-04       2.945836288186e+11       1.280680525417e-02       5.243826301099e+17       2.273491992572e+13       1.215896456256e+14       3.760732865345e-08       3.627515897530e+17       8.872786661399e+17       1.217113569825e+11       1.230086900250e-04       1.999886038412e+00 
       2.074855297882e+07       1.755643858421e-12       2.233748690378e-02       9.289050508555e+08       1.409909693815e+04       6.795219056012e-04       2.925358738739e+11       1.289644850839e-02       5.099533062292e+17       2.226409337153e+13       1.190715969999e+14       3.760732865345e-08       3.527698323945e+17       8.628645935048e+17       1.191907877876e+11       1.247367400988e-04       1.999885240785e+00 
       2.060432267174e+07       1.780308225065e-12       2.249384290371e-02       9.160361877336e+08       1.409909678180e+04       6.842785527165e-04       2.905023535713e+11       1.298671920381e-02       4.959210309181e+17       2.180301735196e+13       1.166056956459e+14       3.760732865345e-08       3.430627408841e+17       8.391222972376e+17       1.167224180640e+11       1.264890654544e-04       1.999884437576e+00 
       2.046109495865e+07       1.805319087145e-12       2.265129330590e-02       9.033456108470e+08       1.409909662435e+04       6.890684962742e-04       2.884829689610e+11       1.307762173168e-02       4.822748786780e+17       2.135148993929e+13       1.141908616251e+14       3.760732865345e-08       3.336227573017e+17       8.160332926365e+17       1.143051667919e+11       1.282660070910e-04       1.999883628747e+00 
       2.031886287018e+07       1.830681312275e-12       2.280984577010e-02       8.908308501790e+08       1.409909646580e+04       6.938919693481e-04       2.864776217810e+11       1.316916051393e-02       4.690042246449e+17       2.090931338765e+13       1.118260373639e+14       3.760732865345e-08       3.244425316971e+17       7.935796036307e+17       1.119379753392e+11       1.300679107975e-04       1.999882814257e+00 
       2.017761948540e+07       1.856399836446e-12       2.296950800701e-02       8.784894699336e+08       1.409909630613e+04       6.987492066437e-04       2.844862144523e+11       1.326134000347e-02       4.560987363166e+17       2.047629404635e+13       1.095101871902e+14       3.760732865345e-08       3.155149163666e+17       7.717437487842e+17       1.096198069972e+11       1.318951272199e-04       1.999881994067e+00 
       2.003735793151e+07       1.882479664988e-12       2.313028778735e-02       8.663190680608e+08       1.409909614535e+04       7.036404445091e-04       2.825086500743e+11       1.335416468433e-02       4.435483655084e+17       2.005224227507e+13       1.072422968803e+14       3.760732865345e-08       3.068329602885e+17       7.505087276857e+17       1.073496465268e+11       1.337480119293e-04       1.999881168137e+00 
       1.989807138344e+07       1.908925873547e-12       2.329219292915e-02       8.543172757893e+08       1.409909598345e+04       7.085659209472e-04       2.805448324198e+11       1.344763907194e-02       4.313433405290e+17       1.963697236084e+13       1.050213732142e+14       3.760732865345e-08       2.983899037111e+17       7.298580077121e+17       1.051264997139e+11       1.356269254914e-04       1.999880336428e+00 
       1.975975306362e+07       1.935743609068e-12       2.345523131225e-02       8.424817571656e+08       1.409909582041e+04       7.135258756265e-04       2.785946659307e+11       1.354176771333e-02       4.194741585727e+17       1.923030243672e+13       1.028464435411e+14       3.760732865345e-08       2.901791728888e+17       7.097755111569e+17       1.029493929341e+11       1.375322335364e-04       1.999879498898e+00 
       1.962239624155e+07       1.962938090797e-12       2.361941086565e-02       8.308102085991e+08       1.409909565623e+04       7.185205498936e-04       2.766580557132e+11       1.363655518733e-02       4.079315783206e+17       1.883205440207e+13       1.007165553532e+14       3.760732865345e-08       2.821943749648e+17       6.902456027124e+17       1.008173727259e+11       1.394643068302e-04       1.999878655507e+00 
       1.948599423354e+07       1.990514611302e-12       2.378473957651e-02       8.193003584136e+08       1.409909549090e+04       7.235501867841e-04       2.747349075329e+11       1.373200610481e-02       3.967066127448e+17       1.844205384466e+13       9.863077586842e+13       3.760732865345e-08       2.744292929927e+17       6.712530772967e+17       9.872950537380e+10       1.414235213465e-04       1.999877806214e+00 
       1.935054040235e+07       2.018478537495e-12       2.395122548660e-02       8.079499664057e+08       1.409909532442e+04       7.286150310351e-04       2.728251278107e+11       1.382812510891e-02       3.857905221117e+17       1.806012996420e+13       9.658819162213e+13       3.760732865345e-08       2.668778810968e+17       6.527831482149e+17       9.668487649863e+10       1.434102583400e-04       1.999876950977e+00 
       1.921602815687e+07       2.046835311684e-12       2.411887669768e-02       7.967568234081e+08       1.409909515676e+04       7.337153290967e-04       2.709286236179e+11       1.392491687525e-02       3.751748071771e+17       1.768611549758e+13       9.458790806698e+13       3.760732865345e-08       2.595342597642e+17       6.348214356474e+17       9.468259065763e+10       1.454249044206e-04       1.999876089756e+00 
       1.908245095183e+07       2.075590452625e-12       2.428770136248e-02       7.857187508602e+08       1.409909498794e+04       7.388513291442e-04       2.690453026717e+11       1.402238611219e-02       3.648512025683e+17       1.731984664561e+13       9.262904918116e+13       3.760732865345e-08       2.523927112674e+17       6.173539554533e+17       9.272177095211e+10       1.474678516284e-04       1.999875222507e+00 
       1.894980228744e+07       2.104749556603e-12       2.445770769555e-02       7.748336003836e+08       1.409909481793e+04       7.440232810901e-04       2.671750733308e+11       1.412053756100e-02       3.548116703494e+17       1.696116300128e+13       9.071075708474e+13       3.760732865345e-08       2.454476752123e+17       6.003671082834e+17       9.080155864338e+10       1.495394975103e-04       1.999874349190e+00 
       1.881807570910e+07       2.134318298513e-12       2.462890396600e-02       7.640992533642e+08       1.409909464674e+04       7.492314365963e-04       2.653178445912e+11       1.421937599615e-02       3.450483937625e+17       1.660990747951e+13       8.883219166397e+13       3.760732865345e-08       2.386937442090e+17       5.838476689917e+17       8.892111277675e+10       1.516402451969e-04       1.999873469761e+00 
       1.868726480707e+07       2.164302432973e-12       2.480129850301e-02       7.535136205398e+08       1.409909447434e+04       7.544760490862e-04       2.634735260811e+11       1.431890622550e-02       3.355537711416e+17       1.626592624835e+13       8.699253020335e+13       3.760732865345e-08       2.321256596614e+17       5.677827763390e+17       8.707960981316e+10       1.537705034816e-04       1.999872584178e+00 
       1.855736321618e+07       2.194707795437e-12       2.497489969392e-02       7.430746415935e+08       1.409909430074e+04       7.597573737572e-04       2.616420280572e+11       1.441913309056e-02       3.263204099942e+17       1.592906866165e+13       8.519096702531e+13       3.760732865345e-08       2.257383076732e+17       5.521599229794e+17       8.527624326858e+10       1.559306868992e-04       1.999871692398e+00 
       1.842836461550e+07       2.225540303332e-12       2.514971597884e-02       7.327802847525e+08       1.409909412593e+04       7.650756675931e-04       2.598232613998e+11       1.452006146671e-02       3.173411212453e+17       1.559918719300e+13       8.342671313738e+13       3.760732865345e-08       2.195267150661e+17       5.369669457220e+17       8.351022336074e+10       1.581212158075e-04       1.999870794377e+00 
       1.830026272802e+07       2.256805957213e-12       2.532575586702e-02       7.226285463928e+08       1.409909394989e+04       7.704311893766e-04       2.580171376091e+11       1.462169626345e-02       3.086089136403e+17       1.527613737123e+13       8.169899588665e+13       3.760732865345e-08       2.134860455075e+17       5.221920160618e+17       8.178077666332e+10       1.603425164683e-04       1.999869890072e+00 
       1.817305132040e+07       2.288510841927e-12       2.550302792042e-02       7.126174506492e+08       1.409909377261e+04       7.758241997017e-04       2.562235688000e+11       1.472404242464e-02       3.001169883011e+17       1.495977771702e+13       8.000705862140e+13       3.760732865345e-08       2.076115957451e+17       5.078236309697e+17       8.008714576717e+10       1.625950211308e-04       1.999868979439e+00 
       1.804672420261e+07       2.320661127796e-12       2.568154076289e-02       7.027450490305e+08       1.409909359410e+04       7.812549609867e-04       2.544424676986e+11       1.482710492870e-02       2.918587334332e+17       1.464996968105e+13       7.835016035968e+13       3.760732865345e-08       2.018987919451e+17       4.938506039369e+17       7.842858894863e+10       1.648791681155e-04       1.999868062433e+00 
       1.792127522764e+07       2.353263071824e-12       2.586130307645e-02       6.930094200408e+08       1.409909341434e+04       7.867237374867e-04       2.526737476376e+11       1.493088878892e-02       2.838277191770e+17       1.434657758326e+13       7.672757546485e+13       3.760732865345e-08       1.963431861308e+17       4.802620562653e+17       7.680437984469e+10       1.671954018995e-04       1.999867139010e+00 
       1.779669829122e+07       2.386323018907e-12       2.604232360864e-02       6.834086688048e+08       1.409909323332e+04       7.922307953067e-04       2.509173225523e+11       1.503539905363e-02       2.760176926023e+17       1.404946855342e+13       7.513859332776e+13       3.760732865345e-08       1.909404527196e+17       4.670474085976e+17       7.521380713489e+10       1.695441732030e-04       1.999866209125e+00 
       1.767298733152e+07       2.419847403071e-12       2.622461116334e-02       6.739409266995e+08       1.409909305103e+04       7.977764024141e-04       2.491731069759e+11       1.514064080652e-02       2.684225728392e+17       1.375851247299e+13       7.358251805555e+13       3.760732865345e-08       1.856863851547e+17       4.541963726806e+17       7.365617422978e+10       1.719259390769e-04       1.999865272732e+00 
       1.755013632885e+07       2.453842748727e-12       2.640817460815e-02       6.646043509904e+08       1.409909286747e+04       8.033608286525e-04       2.474410160362e+11       1.524661916682e-02       2.610364463438e+17       1.347358191809e+13       7.205866816688e+13       3.760732865345e-08       1.805768926306e+17       4.416989433553e+17       7.213079896584e+10       1.743411629917e-04       1.999864329787e+00 
       1.742813930533e+07       2.488315671934e-12       2.659302287429e-02       6.553971244725e+08       1.409909268262e+04       8.089843457541e-04       2.457209654505e+11       1.535333928960e-02       2.538535622940e+17       1.319455210373e+13       7.056637629347e+13       3.760732865345e-08       1.756079969074e+17       4.295453907668e+17       7.063701330677e+10       1.767903149279e-04       1.999863380244e+00 
       1.730699032468e+07       2.523272881692e-12       2.677916495122e-02       6.463174551170e+08       1.409909249648e+04       8.146472273531e-04       2.440128715224e+11       1.546080636599e-02       2.468683281116e+17       1.292130082911e+13       6.910498888784e+13       3.760732865345e-08       1.707758292135e+17       4.177262527889e+17       6.917416305089e+10       1.792738714670e-04       1.999862424056e+00 
       1.718668349186e+07       2.558721181244e-12       2.696660989568e-02       6.373635757225e+08       1.409909230903e+04       8.203497489994e-04       2.423166511370e+11       1.556902562342e-02       2.400753051083e+17       1.265370842417e+13       6.767386593710e+13       3.760732865345e-08       1.660766272335e+17       4.062323276578e+17       6.774160754464e+10       1.817923158847e-04       1.999861461176e+00 
       1.706721295282e+07       2.594667469404e-12       2.715536682445e-02       6.285337435707e+08       1.409909212027e+04       8.260921881716e-04       2.406322217572e+11       1.567800232594e-02       2.334692042510e+17       1.239165769712e+13       6.627238068260e+13       3.760732865345e-08       1.615067321789e+17       3.950546668070e+17       6.633871940201e+10       1.843461382445e-04       1.999860491559e+00 
       1.694857289418e+07       2.631118741892e-12       2.734544492159e-02       6.198262400875e+08       1.409909193020e+04       8.318748242906e-04       2.389595014198e+11       1.578774177439e-02       2.270448820437e+17       1.213503388315e+13       6.489991934553e+13       3.760732865345e-08       1.570625859392e+17       3.841845679010e+17       6.496488422976e+10       1.869358354931e-04       1.999859515156e+00 
       1.683075754300e+07       2.668082092705e-12       2.753685343123e-02       6.112393705084e+08       1.409909173879e+04       8.376979387331e-04       2.372984087312e+11       1.589824930671e-02       2.207973365229e+17       1.188372459416e+13       6.355588085804e+13       3.760732865345e-08       1.527407283116e+17       3.736135680595e+17       6.361950035840e+10       1.895619115574e-04       1.999858531921e+00 
       1.671376116646e+07       2.705564715489e-12       2.772960166658e-02       6.027714635485e+08       1.409909154604e+04       8.435618148458e-04       2.356488628637e+11       1.600953029821e-02       2.147217033630e+17       1.163761976955e+13       6.223967660004e+13       3.760732865345e-08       1.485377943070e+17       3.633334372684e+17       6.230197857862e+10       1.922248774422e-04       1.999857541805e+00 
       1.659757807158e+07       2.743573904944e-12       2.792369900271e-02       5.944208710775e+08       1.409909135194e+04       8.494667379583e-04       2.340107835513e+11       1.612159016177e-02       2.088132520890e+17       1.139661162798e+13       6.095073014140e+13       3.760732865345e-08       1.444505115300e+17       3.533361719725e+17       6.101174188328e+10       1.949252513295e-04       1.999856544761e+00 
       1.648220260497e+07       2.782117058239e-12       2.811915488019e-02       5.861859677987e+08       1.409909115649e+04       8.554129953979e-04       2.323840910863e+11       1.623443434817e-02       2.030673823934e+17       1.116059462023e+13       5.968847698952e+13       3.760732865345e-08       1.404756976308e+17       3.436139888441e+17       5.974822521473e+10       1.976635586798e-04       1.999855540740e+00 
