# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02334e-05 to 10.5702 h/Mpc,
# number of wavenumbers equal to 615
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       2.107494450537e-02       1.108465860690e+07       1.105117771343e+07       5.385898023430e+03       5.038507334461e+03       0.000000000000e+00       1.107601998962e+07 
       2.120403742547e-02       1.104198468319e+07       1.100826735384e+07       5.339885306069e+03       4.942640744564e+03       0.000000000000e+00       1.103332183166e+07 
       2.133321528217e-02       1.099957989385e+07       1.096562756107e+07       5.219505969300e+03       4.828014330028e+03       0.000000000000e+00       1.099089293675e+07 
       2.146247976210e-02       1.095719639254e+07       1.092301016096e+07       5.073037409704e+03       4.746563723820e+03       0.000000000000e+00       1.094848549634e+07 
       2.159183259283e-02       1.091492853247e+07       1.088050967491e+07       4.990952226760e+03       4.700243196411e+03       0.000000000000e+00       1.090619387752e+07 
       2.172127554382e-02       1.087281036969e+07       1.083816023623e+07       4.988715072891e+03       4.645221599184e+03       0.000000000000e+00       1.086405213559e+07 
       2.185081042738e-02       1.083086049147e+07       1.079598048723e+07       4.979313665700e+03       4.557388607649e+03       0.000000000000e+00       1.082207884279e+07 
       2.198043909970e-02       1.078904867763e+07       1.075394019713e+07       4.875012954008e+03       4.465670421215e+03       0.000000000000e+00       1.078024377458e+07 
       2.211016346185e-02       1.074721703914e+07       1.071188130137e+07       4.690776156596e+03       4.409146069911e+03       0.000000000000e+00       1.073838906924e+07 
       2.223998546090e-02       1.070565173890e+07       1.067009036317e+07       4.521410453567e+03       4.381162628085e+03       0.000000000000e+00       1.069680088190e+07 
       2.236990709096e-02       1.066412249383e+07       1.062833683440e+07       4.427553529346e+03       4.337832982208e+03       0.000000000000e+00       1.065524896249e+07 
       2.249993039438e-02       1.062265794505e+07       1.058664942711e+07       4.378988459138e+03       4.257171046575e+03       0.000000000000e+00       1.061376194676e+07 
       2.263005746288e-02       1.058138045505e+07       1.054515068132e+07       4.317185609637e+03       4.164484326220e+03       0.000000000000e+00       1.057246218101e+07 
       2.276029043877e-02       1.054025627544e+07       1.050380683015e+07       4.241575775770e+03       4.091775045377e+03       0.000000000000e+00       1.053131592783e+07 
       2.289063151621e-02       1.049934833237e+07       1.046268089811e+07       4.201984696642e+03       4.032735078047e+03       0.000000000000e+00       1.049038611774e+07 
       2.302108294250e-02       1.045837795010e+07       1.042149392364e+07       4.214528328471e+03       3.957510359845e+03       0.000000000000e+00       1.044939411336e+07 
       2.315164701937e-02       1.041762797173e+07       1.038052909640e+07       4.223254361201e+03       3.863405669255e+03       0.000000000000e+00       1.040862271685e+07 
       2.328232610443e-02       1.037700227389e+07       1.033969021198e+07       4.162563274899e+03       3.783922453655e+03       0.000000000000e+00       1.036797581372e+07 
       2.341312261248e-02       1.033641721252e+07       1.029889356711e+07       4.038925582423e+03       3.741313773321e+03       0.000000000000e+00       1.032736977964e+07 
       2.354403901706e-02       1.029602401446e+07       1.025829057301e+07       3.924509729069e+03       3.711027112902e+03       0.000000000000e+00       1.028695583436e+07 
       2.367507785192e-02       1.025576985323e+07       1.021782837207e+07       3.872894748135e+03       3.652605517767e+03       0.000000000000e+00       1.024668116687e+07 
       2.380624171257e-02       1.021561876779e+07       1.017747099439e+07       3.864578274288e+03       3.566892315925e+03       0.000000000000e+00       1.020650982233e+07 
       2.393753325789e-02       1.017558480735e+07       1.013723252802e+07       3.842081321302e+03       3.498144190529e+03       0.000000000000e+00       1.016645584715e+07 
       2.406895521181e-02       1.013561179090e+07       1.009705676929e+07       3.778431392855e+03       3.474754407165e+03       0.000000000000e+00       1.012646307241e+07 
       2.420051036499e-02       1.009582959568e+07       1.005707373487e+07       3.693710602723e+03       3.468962159375e+03       0.000000000000e+00       1.008666135823e+07 
       2.433220157662e-02       1.005616681684e+07       1.001721198212e+07       3.615625045780e+03       3.431179541439e+03       0.000000000000e+00       1.004697931422e+07 
       2.446403177622e-02       1.001661837684e+07       9.977466454957e+06       3.549311387098e+03       3.352801558425e+03       0.000000000000e+00       1.000741186763e+07 
       2.459600396553e-02       9.977420404453e+06       9.938073483986e+06       3.488830610325e+03       3.272730677402e+03       0.000000000000e+00       9.968195111254e+06 
       2.472812122049e-02       9.937903964981e+06       9.898363662458e+06       3.434775405208e+03       3.221728644402e+03       0.000000000000e+00       9.928660242077e+06 
       2.486038669323e-02       9.898672743894e+06       9.858941157414e+06       3.385658509947e+03       3.184880011634e+03       0.000000000000e+00       9.889410836868e+06 
       2.499280361414e-02       9.859555011753e+06       9.819634135753e+06       3.324247158760e+03       3.130450518088e+03       0.000000000000e+00       9.850275194969e+06 
       2.512537529407e-02       9.820642658410e+06       9.780534571823e+06       3.238300310154e+03       3.060709907390e+03       0.000000000000e+00       9.811345189909e+06 
       2.525810512652e-02       9.781789588795e+06       9.741496301130e+06       3.152809870041e+03       3.008797112574e+03       0.000000000000e+00       9.772474768178e+06 
       2.539099658994e-02       9.743085590346e+06       9.702609191868e+06       3.117617570832e+03       2.987915945474e+03       0.000000000000e+00       9.733753713035e+06 
       2.552405325013e-02       9.704495324136e+06       9.663837906404e+06       3.148490595704e+03       2.968077080951e+03       0.000000000000e+00       9.695146695582e+06 
       2.565727876273e-02       9.665951356399e+06       9.625115001089e+06       3.195638982999e+03       2.915962441971e+03       0.000000000000e+00       9.656586288242e+06 
       2.579067687571e-02       9.627571523228e+06       9.586558397526e+06       3.190800172760e+03       2.841182334658e+03       0.000000000000e+00       9.618190294251e+06 
       2.592425143206e-02       9.589316361262e+06       9.548128632539e+06       3.121251220921e+03       2.782553288588e+03       0.000000000000e+00       9.579919264674e+06 
       2.605800637249e-02       9.551234865699e+06       9.509874736128e+06       3.037413345609e+03       2.754752395841e+03       0.000000000000e+00       9.541822195906e+06 
       2.619194573831e-02       9.513206696178e+06       9.471676351863e+06       2.984874631223e+03       2.731559831794e+03       0.000000000000e+00       9.503778786221e+06 
       2.632607367429e-02       9.475348534359e+06       9.433650214503e+06       2.952408236912e+03       2.687985040006e+03       0.000000000000e+00       9.465905685418e+06 
       2.646039443177e-02       9.437617189891e+06       9.395753151372e+06       2.902265091622e+03       2.637632931980e+03       0.000000000000e+00       9.428159714080e+06 
       2.659491237176e-02       9.399905356385e+06       9.357877849868e+06       2.833621757860e+03       2.610923349102e+03       0.000000000000e+00       9.390433600810e+06 
       2.672963196822e-02       9.362379116792e+06       9.320190456397e+06       2.785328507034e+03       2.607608969367e+03       0.000000000000e+00       9.352893395064e+06 
       2.686455781144e-02       9.325001003927e+06       9.282653526548e+06       2.774503874194e+03       2.594432554088e+03       0.000000000000e+00       9.315501643564e+06 
       2.699969461155e-02       9.287586582400e+06       9.245082610480e+06       2.763200747833e+03       2.551607653138e+03       0.000000000000e+00       9.278073955459e+06 
       2.713504720213e-02       9.250345026898e+06       9.207686947013e+06       2.706071326806e+03       2.499391177940e+03       0.000000000000e+00       9.240819446859e+06 
       2.727062054404e-02       9.213391458045e+06       9.170581694626e+06       2.613717199750e+03       2.466099275032e+03       0.000000000000e+00       9.203853214789e+06 
       2.740641972928e-02       9.176356714483e+06       9.133397676779e+06       2.541075948359e+03       2.446429343208e+03       0.000000000000e+00       9.166806216061e+06 
       2.754244998510e-02       9.139539629265e+06       9.096433773514e+06       2.515562239466e+03       2.412336483324e+03       0.000000000000e+00       9.129977202164e+06 
       2.767871667818e-02       9.102789795097e+06       9.059539595723e+06       2.504029613413e+03       2.357944140118e+03       0.000000000000e+00       9.093215807707e+06 
       2.781522531903e-02       9.066116219893e+06       9.022724175866e+06       2.463121566465e+03       2.309971724269e+03       0.000000000000e+00       9.056531037439e+06 
       2.795198156658e-02       9.029657230870e+06       8.986125857912e+06       2.399186585966e+03       2.287283967896e+03       0.000000000000e+00       9.020061182771e+06 
       2.808899123286e-02       8.993261589628e+06       8.949593432817e+06       2.355646000677e+03       2.271821770309e+03       0.000000000000e+00       8.983655061051e+06 
       2.822626028794e-02       8.956865700939e+06       8.913063344323e+06       2.352397178926e+03       2.236497773701e+03       0.000000000000e+00       8.947249102642e+06 
       2.836379486506e-02       8.920719421167e+06       8.876785431081e+06       2.364845738259e+03       2.188150105146e+03       0.000000000000e+00       8.911093082120e+06 
       2.850160126594e-02       8.884562157546e+06       8.840499167891e+06       2.363367793620e+03       2.159128257686e+03       0.000000000000e+00       8.874926494930e+06 
       2.863968596632e-02       8.848597586416e+06       8.804408216011e+06       2.346257177776e+03       2.158735505125e+03       0.000000000000e+00       8.838952954276e+06 
       2.877805562171e-02       8.812806179556e+06       8.768493065470e+06       2.320571256366e+03       2.156539567922e+03       0.000000000000e+00       8.803152938304e+06 
       2.891671707342e-02       8.777016359247e+06       8.732582211312e+06       2.276182665346e+03       2.123721156769e+03       0.000000000000e+00       8.767354927442e+06 
       2.905567735477e-02       8.741344734920e+06       8.696792255522e+06       2.205956779346e+03       2.071870188122e+03       0.000000000000e+00       8.731675494852e+06 
       2.919494369764e-02       8.705863186117e+06       8.661195069394e+06       2.138911762634e+03       2.033581967570e+03       0.000000000000e+00       8.696186506010e+06 
       2.933452353923e-02       8.670370403709e+06       8.625589450256e+06       2.118369713226e+03       2.016751954078e+03       0.000000000000e+00       8.660686737931e+06 
       2.947442452912e-02       8.635038088814e+06       8.590147049188e+06       2.141421789929e+03       2.000338220162e+03       0.000000000000e+00       8.625347828905e+06 
       2.961465453670e-02       8.599884342061e+06       8.554885974506e+06       2.150498289346e+03       1.971678970931e+03       0.000000000000e+00       8.590187863789e+06 
       2.975522165879e-02       8.564717688859e+06       8.519614877707e+06       2.103560076537e+03       1.943596246951e+03       0.000000000000e+00       8.555015440024e+06 
       2.989613422774e-02       8.529701298325e+06       8.484496864465e+06       2.029121531655e+03       1.926983919607e+03       0.000000000000e+00       8.519993673660e+06 
       3.003740081976e-02       8.494835216938e+06       8.449531999349e+06       1.984182234236e+03       1.907897308393e+03       0.000000000000e+00       8.485122622250e+06 
       3.017903026373e-02       8.460082458733e+06       8.414683340416e+06       1.973887621425e+03       1.869146461011e+03       0.000000000000e+00       8.450365316796e+06 
       3.032103165030e-02       8.425290468681e+06       8.379798470351e+06       1.950679527914e+03       1.820482822115e+03       0.000000000000e+00       8.415569263030e+06 
       3.046341434147e-02       8.390707983304e+06       8.345125971764e+06       1.892901289404e+03       1.785987761562e+03       0.000000000000e+00       8.380983097144e+06 
       3.060618798060e-02       8.356200892271e+06       8.310531860946e+06       1.841270635495e+03       1.767441612114e+03       0.000000000000e+00       8.346472776618e+06 
       3.074936250286e-02       8.321816643401e+06       8.276063569149e+06       1.836705058035e+03       1.744014667589e+03       0.000000000000e+00       8.312085736930e+06 
       3.089294814618e-02       8.287448964412e+06       8.241614944351e+06       1.855923885553e+03       1.708791976230e+03       0.000000000000e+00       8.277715752026e+06 
       3.103695546267e-02       8.253259926801e+06       8.207347941363e+06       1.846430533386e+03       1.681317646004e+03       0.000000000000e+00       8.243524819244e+06 
       3.118139533069e-02       8.219124341080e+06       8.173137508908e+06       1.806142640775e+03       1.673950025658e+03       0.000000000000e+00       8.209387809872e+06 
       3.132627896737e-02       8.185185146439e+06       8.139126472320e+06       1.781974039258e+03       1.668415732056e+03       0.000000000000e+00       8.175447607898e+06 
       3.147161794181e-02       8.151205038630e+06       8.105077793953e+06       1.789170827414e+03       1.643336409039e+03       0.000000000000e+00       8.141467022942e+06 
       3.161742418888e-02       8.117394525275e+06       8.071201789322e+06       1.781538450191e+03       1.608594520741e+03       0.000000000000e+00       8.107656461867e+06 
       3.176371002376e-02       8.083695373238e+06       8.037440310393e+06       1.722825170030e+03       1.588150678131e+03       0.000000000000e+00       8.073957719156e+06 
       3.191048815714e-02       8.050008146162e+06       8.003694065468e+06       1.648325945497e+03       1.579385898550e+03       0.000000000000e+00       8.040271417143e+06 
       3.205777171120e-02       8.016425881028e+06       7.970056011872e+06       1.618203141855e+03       1.557546880334e+03       0.000000000000e+00       8.006690559611e+06 
       3.220557423640e-02       7.982999051298e+06       7.936576584056e+06       1.633289967015e+03       1.518353553292e+03       0.000000000000e+00       7.973265598252e+06 
       3.235390972919e-02       7.949545587196e+06       7.903073974233e+06       1.640082911207e+03       1.485995020982e+03       0.000000000000e+00       7.939814553258e+06 
       3.250279265050e-02       7.916293548906e+06       7.869775974324e+06       1.609165477603e+03       1.472314381789e+03       0.000000000000e+00       7.906565369898e+06 
       3.265223794532e-02       7.883116688049e+06       7.836556528393e+06       1.563719266388e+03       1.457535248780e+03       0.000000000000e+00       7.873391869957e+06 
       3.280226106330e-02       7.849944067030e+06       7.803344834350e+06       1.529245330318e+03       1.426869860521e+03       0.000000000000e+00       7.840223161306e+06 
       3.295287798034e-02       7.816895356849e+06       7.770260427427e+06       1.500280363709e+03       1.398448592164e+03       0.000000000000e+00       7.807178858603e+06 
       3.310410522150e-02       7.783948296282e+06       7.737281104465e+06       1.471220837100e+03       1.391449621476e+03       0.000000000000e+00       7.774236717845e+06 
       3.325595988503e-02       7.751028688424e+06       7.704332815408e+06       1.458429313307e+03       1.389341863619e+03       0.000000000000e+00       7.741322588572e+06 
       3.340845966782e-02       7.718290273488e+06       7.671569091220e+06       1.466665166685e+03       1.365095220457e+03       0.000000000000e+00       7.708590129117e+06 
       3.356162289216e-02       7.685606992269e+06       7.638864101770e+06       1.468120797359e+03       1.327020478711e+03       0.000000000000e+00       7.675913350673e+06 
       3.371546853415e-02       7.652862668552e+06       7.606101917122e+06       1.445128514307e+03       1.305666873353e+03       0.000000000000e+00       7.643176151572e+06 
       3.387001625358e-02       7.620336065226e+06       7.573560851348e+06       1.422954888634e+03       1.304497302503e+03       0.000000000000e+00       7.610657144496e+06 
       3.402528642561e-02       7.587856379115e+06       7.541070430624e+06       1.425092091640e+03       1.299532183319e+03       0.000000000000e+00       7.578185631025e+06 
       3.418130017432e-02       7.555427930707e+06       7.508635012542e+06       1.425622251133e+03       1.283710371426e+03       0.000000000000e+00       7.545765930845e+06 
       3.433807940814e-02       7.523059172296e+06       7.476263071365e+06       1.389279435071e+03       1.272727120515e+03       0.000000000000e+00       7.513406492919e+06 
       3.449564685750e-02       7.490729384868e+06       7.443933971239e+06       1.334648152884e+03       1.266579448506e+03       0.000000000000e+00       7.481086620841e+06 
       3.465402611467e-02       7.458547306973e+06       7.411756274641e+06       1.306409921572e+03       1.246001332920e+03       0.000000000000e+00       7.448914997986e+06 
       3.481324167607e-02       7.426370188516e+06       7.379587558858e+06       1.302606598621e+03       1.212539507736e+03       0.000000000000e+00       7.416748968863e+06 
       3.497331898716e-02       7.394284152285e+06       7.347513814886e+06       1.286229647685e+03       1.191254625613e+03       0.000000000000e+00       7.384674606040e+06 
       3.513428449020e-02       7.362267171114e+06       7.315513106986e+06       1.255852930395e+03       1.185179071402e+03       0.000000000000e+00       7.352669903539e+06 
       3.529616567497e-02       7.330249903597e+06       7.283516291746e+06       1.241615078734e+03       1.169698858287e+03       0.000000000000e+00       7.320665574403e+06 
       3.545899113271e-02       7.298344359707e+06       7.251635177924e+06       1.237621641874e+03       1.141408523670e+03       0.000000000000e+00       7.288773561600e+06 
       3.562279061368e-02       7.266505831668e+06       7.219825212324e+06       1.207748200173e+03       1.126314946401e+03       0.000000000000e+00       7.256949192084e+06 
       3.578759508839e-02       7.234646368922e+06       7.187998693376e+06       1.160370822808e+03       1.128587240708e+03       0.000000000000e+00       7.225104583087e+06 
       3.595343681292e-02       7.202868086405e+06       7.156257558846e+06       1.145228509114e+03       1.120797801555e+03       0.000000000000e+00       7.193341796096e+06 
       3.612034939870e-02       7.171214132966e+06       7.124644899959e+06       1.167456856109e+03       1.096960473155e+03       0.000000000000e+00       7.161703958008e+06 
       3.628836788698e-02       7.139514345251e+06       7.092991028219e+06       1.175958959082e+03       1.082512968426e+03       0.000000000000e+00       7.130021025932e+06 
       3.645752882853e-02       7.107853594367e+06       7.061380664576e+06       1.148485317503e+03       1.081090909889e+03       0.000000000000e+00       7.098377818225e+06 
       3.662787036882e-02       7.076277989968e+06       7.029859863940e+06       1.119050978653e+03       1.067419686909e+03       0.000000000000e+00       7.066820424846e+06 
       3.679943233941e-02       7.044719169767e+06       6.998360501884e+06       1.110148472256e+03       1.040235179167e+03       0.000000000000e+00       7.035280545416e+06 
       3.697225635575e-02       7.013221778687e+06       6.966927170592e+06       1.102797924351e+03       1.023865207832e+03       0.000000000000e+00       7.003802802674e+06 
       3.714638592227e-02       6.981665186794e+06       6.935439636840e+06       1.081742565463e+03       1.017409953416e+03       0.000000000000e+00       6.972266662916e+06 
       3.732186654520e-02       6.950231888205e+06       6.904079970713e+06       1.055606078228e+03       1.001297195605e+03       0.000000000000e+00       6.940854497408e+06 
