# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02334e-05 to 10.5702 h/Mpc,
# number of wavenumbers equal to 615
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       2.029173615133e-04       1.005078535952e+08       1.005076744531e+08       1.291002114112e+08       1.289998153624e+08       0.000000000000e+00       1.005162151467e+08 
       2.195107518096e-04       8.873075230797e+07       8.873054279288e+07       1.126499465282e+08       1.125355745637e+08       0.000000000000e+00       8.873773409371e+07 
       2.367623867091e-04       7.901371058557e+07       7.901347025916e+07       9.888905016238e+07       9.876014145760e+07       0.000000000000e+00       7.901949740998e+07 
       2.547437980288e-04       7.091411828881e+07       7.091384071076e+07       8.721565441474e+07       8.707146121642e+07       0.000000000000e+00       7.091884714805e+07 
       2.735329678307e-04       6.409741515572e+07       6.409709799756e+07       7.719129601341e+07       7.703146988182e+07       0.000000000000e+00       6.410119324055e+07 
       2.932149942737e-04       5.831433960038e+07       5.831397925652e+07       6.848234960671e+07       6.830670622056e+07       0.000000000000e+00       5.831724911934e+07 
       3.138827730537e-04       5.337356462002e+07       5.337315682670e+07       6.083503134999e+07       6.064365241168e+07       0.000000000000e+00       5.337566935519e+07 
       3.356376756093e-04       4.912628585939e+07       4.912582694182e+07       5.405578930937e+07       5.384914455115e+07       0.000000000000e+00       4.912763658621e+07 
       3.585901966936e-04       4.545608200756e+07       4.545556465680e+07       4.799100017441e+07       4.776989829783e+07       0.000000000000e+00       4.545671801473e+07 
       3.828605331152e-04       4.226959306682e+07       4.226901225606e+07       4.252841723786e+07       4.229429931188e+07       0.000000000000e+00       4.226954854553e+07 
       4.085790423333e-04       3.949235001787e+07       3.949170181166e+07       3.758175172950e+07       3.733671793836e+07       0.000000000000e+00       3.949165594499e+07 
       4.358865143499e-04       3.706383390984e+07       3.706311085197e+07       3.308260161158e+07       3.282941345870e+07       0.000000000000e+00       3.706251844600e+07 
       4.649341736779e-04       3.493446680670e+07       3.493366232209e+07       2.898567097517e+07       2.872792476623e+07       0.000000000000e+00       3.493255961516e+07 
       4.958833115606e-04       3.306336596769e+07       3.306247359758e+07       2.526021591127e+07       2.500235249997e+07       0.000000000000e+00       3.306089980984e+07 
       5.289044346099e-04       3.141645515713e+07       3.141546833644e+07       2.188778433362e+07       2.163505147077e+07       0.000000000000e+00       3.141346746183e+07 
       5.641758084658e-04       2.996520823753e+07       2.996412099223e+07       1.885975114765e+07       1.861807086870e+07       0.000000000000e+00       2.996174245494e+07 
       6.018812791410e-04       2.868530506721e+07       2.868411144931e+07       1.617298456003e+07       1.594868408936e+07       0.000000000000e+00       2.868141091915e+07 
       6.422072765663e-04       2.755603898436e+07       2.755473386922e+07       1.382641062033e+07       1.362579275942e+07       0.000000000000e+00       2.755177208412e+07 
       6.853389506235e-04       2.655921086969e+07       2.655778911710e+07       1.181547046780e+07       1.164421935800e+07       0.000000000000e+00       2.655463074814e+07 
       7.314554638426e-04       2.568012229762e+07       2.567858301207e+07       1.012843629972e+07       9.990858684289e+06       0.000000000000e+00       2.567528987659e+07 
       7.807245666308e-04       2.490481281905e+07       2.490315575314e+07       8.739786288729e+06       8.638060038394e+06       0.000000000000e+00       2.489978545321e+07 
       8.332967026562e-04       2.422133842812e+07       2.421956575346e+07       7.609800944976e+06       7.543315134612e+06       0.000000000000e+00       2.421616535096e+07 
       8.892990168443e-04       2.361928895440e+07       2.361740611220e+07       6.685739956356e+06       6.650780848852e+06       0.000000000000e+00       2.361400710148e+07 
       9.488297407812e-04       2.308787306529e+07       2.308588485304e+07       5.907551014028e+06       5.897541085855e+06       0.000000000000e+00       2.308250441911e+07 
       1.011953480634e-03       2.262007032856e+07       2.261798818804e+07       5.219942377570e+06       5.226334782884e+06       0.000000000000e+00       2.261462352251e+07 
       1.078697905990e-03       2.220756932552e+07       2.220540525673e+07       4.582648250060e+06       4.596408526255e+06       0.000000000000e+00       2.220204361447e+07 
       1.149052223913e-03       2.184348547686e+07       2.184125316934e+07       3.980229115043e+06       3.993537063397e+06       0.000000000000e+00       2.183787801004e+07 
       1.222967632600e-03       2.152139048022e+07       2.151910387833e+07       3.422262633647e+06       3.429907402943e+06       0.000000000000e+00       2.151570345663e+07 
       1.300359717051e-03       2.123612812087e+07       2.123380190824e+07       2.933430659037e+06       2.933391220005e+06       0.000000000000e+00       2.123037301246e+07 
       1.381112522470e-03       2.098229566641e+07       2.097994221012e+07       2.535618361881e+06       2.528630075426e+06       0.000000000000e+00       2.097649192074e+07 
       1.465083866084e-03       2.075596066522e+07       2.075359109657e+07       2.231862159814e+06       2.220249160009e+06       0.000000000000e+00       2.075012978188e+07 
       1.552111355463e-03       2.055269619555e+07       2.055031736660e+07       2.000672073041e+06       1.987080486289e+06       0.000000000000e+00       2.054685401573e+07 
       1.642018578890e-03       2.036968715373e+07       2.036730353232e+07       1.806289148153e+06       1.792910024166e+06       0.000000000000e+00       2.036383941929e+07 
       1.734621006103e-03       2.020389564388e+07       2.020150770064e+07       1.618142890375e+06       1.606579888522e+06       0.000000000000e+00       2.019803930675e+07 
       1.829731257375e-03       2.005234718138e+07       2.004995084273e+07       1.426973968198e+06       1.418393506395e+06       0.000000000000e+00       2.004647657474e+07 
       1.927163533937e-03       1.991351866253e+07       1.991110815367e+07       1.245834235611e+06       1.240912973534e+06       0.000000000000e+00       1.990763209074e+07 
       2.026737127535e-03       1.978517824947e+07       1.978274471186e+07       1.095057733447e+06       1.093622835512e+06       0.000000000000e+00       1.977928005888e+07 
       2.128279025644e-03       1.966588390946e+07       1.966341748394e+07       9.837339624812e+05       9.845085727048e+05       0.000000000000e+00       1.965998125822e+07 
       2.231625695875e-03       1.955437568876e+07       1.955186636014e+07       9.020893931525e+05       9.030450285106e+05       0.000000000000e+00       1.954847312478e+07 
       2.336624170299e-03       1.944960068103e+07       1.944703919330e+07       8.303269455887e+05       8.296327178413e+05       0.000000000000e+00       1.944369739390e+07 
       2.443132563500e-03       1.935008109213e+07       1.934745833537e+07       7.549232291022e+05       7.518481279060e+05       0.000000000000e+00       1.934417288435e+07 
       2.551020154690e-03       1.925527039795e+07       1.925257957485e+07       6.776256622600e+05       6.726810176742e+05       0.000000000000e+00       1.924935426905e+07 
       2.660167150640e-03       1.916454035526e+07       1.916177676705e+07       6.097939367069e+05       6.040440392856e+05       0.000000000000e+00       1.915861723063e+07 
       2.770464227971e-03       1.907734344332e+07       1.907450433654e+07       5.590161703900e+05       5.532334817571e+05       0.000000000000e+00       1.907141691606e+07 
       2.881811934116e-03       1.899330397525e+07       1.899038828602e+07       5.213574211331e+05       5.157723121890e+05       0.000000000000e+00       1.898737680022e+07 
       2.994120008152e-03       1.891173382077e+07       1.890874105270e+07       4.859464795018e+05       4.806586739616e+05       0.000000000000e+00       1.890580583534e+07 
       3.107306667033e-03       1.883250203687e+07       1.882943262295e+07       4.459702595973e+05       4.413895984630e+05       0.000000000000e+00       1.882657130650e+07 
       3.221297889744e-03       1.875509663160e+07       1.875195045590e+07       4.043307787110e+05       4.010552515350e+05       0.000000000000e+00       1.874916216318e+07 
       3.336026721604e-03       1.867953049672e+07       1.867630754879e+07       3.689375794285e+05       3.671915673053e+05       0.000000000000e+00       1.867359359765e+07 
       3.451432613043e-03       1.860539309442e+07       1.860209203167e+07       3.435601784377e+05       3.428650568151e+05       0.000000000000e+00       1.859945600819e+07 
       3.567460801340e-03       1.853263644905e+07       1.852925518899e+07       3.242193906820e+05       3.237198286430e+05       0.000000000000e+00       1.852670010832e+07 
       3.684061739522e-03       1.846099751406e+07       1.845753269703e+07       3.041335300386e+05       3.032563599239e+05       0.000000000000e+00       1.845506077158e+07 
       3.801190573686e-03       1.839042691664e+07       1.838687454604e+07       2.809881216945e+05       2.797492678009e+05       0.000000000000e+00       1.838448793498e+07 
       3.918806667997e-03       1.832073420021e+07       1.831708948924e+07       2.584768854899e+05       2.571884356508e+05       0.000000000000e+00       1.831479219735e+07 
       4.036873175309e-03       1.825200473549e+07       1.824826307248e+07       2.411735527357e+05       2.399910420194e+05       0.000000000000e+00       1.824606026264e+07 
       4.155356650619e-03       1.818379532925e+07       1.817995128951e+07       2.291116788088e+05       2.279682281359e+05       0.000000000000e+00       1.817784892217e+07 
       4.274226704109e-03       1.811633033294e+07       1.811237954811e+07       2.181290224818e+05       2.170330066451e+05       0.000000000000e+00       1.811038142007e+07 
       4.393455690436e-03       1.804974144237e+07       1.804568055997e+07       2.049240607464e+05       2.040969044431e+05       0.000000000000e+00       1.804378863357e+07 
       4.513018430903e-03       1.798338851229e+07       1.797921341270e+07       1.906298706320e+05       1.901896820281e+05       0.000000000000e+00       1.797743080171e+07 
       4.632891965295e-03       1.791751998355e+07       1.791322786109e+07       1.789726475215e+05       1.785364380606e+05       0.000000000000e+00       1.791155753956e+07 
       4.753055330343e-03       1.785227681769e+07       1.784786579615e+07       1.715506879663e+05       1.703539712223e+05       0.000000000000e+00       1.784631034142e+07 
       4.873489362013e-03       1.778753355362e+07       1.778300191365e+07       1.659295465309e+05       1.634843972548e+05       0.000000000000e+00       1.778156312675e+07 
       4.994176519041e-03       1.772300593607e+07       1.771835144527e+07       1.585364607540e+05       1.551402082269e+05       0.000000000000e+00       1.771703068710e+07 
       5.115100725407e-03       1.765892287274e+07       1.765414386493e+07       1.486875511075e+05       1.451664473261e+05       0.000000000000e+00       1.765294181886e+07 
       5.236247229633e-03       1.759515860240e+07       1.759025293181e+07       1.390393808332e+05       1.359583998481e+05       0.000000000000e+00       1.758917147228e+07 
       5.357602479036e-03       1.753200921090e+07       1.752697519038e+07       1.322417509499e+05       1.294503153013e+05       0.000000000000e+00       1.752601641523e+07 
       5.479154007267e-03       1.746892848912e+07       1.746376276572e+07       1.278945099693e+05       1.249119030572e+05       0.000000000000e+00       1.746293017664e+07 
       5.600890333643e-03       1.740630631041e+07       1.740100622070e+07       1.232743352465e+05       1.200406631467e+05       0.000000000000e+00       1.740030187867e+07 
       5.722800872947e-03       1.734378960431e+07       1.733835136794e+07       1.166280240064e+05       1.137135697764e+05       0.000000000000e+00       1.733777793790e+07 
       5.844875854534e-03       1.728165103425e+07       1.727607147316e+07       1.090606215683e+05       1.070711660155e+05       0.000000000000e+00       1.727563136459e+07 
       5.967106249704e-03       1.721989075721e+07       1.721416669387e+07       1.029684419348e+05       1.018492680696e+05       0.000000000000e+00       1.721386294146e+07 
       6.089483706420e-03       1.715834106172e+07       1.715246904435e+07       9.917355915911e+04       9.824310780365e+04       0.000000000000e+00       1.715230512909e+07 
       6.212000490575e-03       1.709708541981e+07       1.709106241754e+07       9.618355324934e+04       9.485992692737e+04       0.000000000000e+00       1.709104101593e+07 
       6.334649433071e-03       1.703601649464e+07       1.702983958367e+07       9.219884940284e+04       9.056180980794e+04       0.000000000000e+00       1.702996286415e+07 
       6.457423882103e-03       1.697514434502e+07       1.696881081425e+07       8.724089921572e+04       8.578542811747e+04       0.000000000000e+00       1.696908081992e+07 
       6.580317660064e-03       1.691488983697e+07       1.690839836179e+07       8.288630388159e+04       8.180735399150e+04       0.000000000000e+00       1.690881627383e+07 
       6.703325024591e-03       1.685456234469e+07       1.684791000740e+07       8.015163848162e+04       7.905877813247e+04       0.000000000000e+00       1.684847877712e+07 
       6.826440633312e-03       1.679422804675e+07       1.678741223211e+07       7.823982169384e+04       7.665941759326e+04       0.000000000000e+00       1.678813429312e+07 
       6.949659511896e-03       1.673442547613e+07       1.672744492993e+07       7.556490010951e+04       7.361266800911e+04       0.000000000000e+00       1.672832101846e+07 
       7.072977025072e-03       1.667493374927e+07       1.666778661065e+07       7.166409646851e+04       7.004427601238e+04       0.000000000000e+00       1.666881797261e+07 
       7.196388850311e-03       1.661543142591e+07       1.660811488251e+07       6.766519388978e+04       6.695082817223e+04       0.000000000000e+00       1.660930397434e+07 
       7.319890953890e-03       1.655601774031e+07       1.654852914910e+07       6.487269079504e+04       6.487951584749e+04       0.000000000000e+00       1.654987854827e+07 
       7.443479569108e-03       1.649699968470e+07       1.648933697695e+07       6.329313259717e+04       6.325706254636e+04       0.000000000000e+00       1.649084862022e+07 
       7.567151176434e-03       1.643839109331e+07       1.643055217606e+07       6.181234355598e+04       6.115648721569e+04       0.000000000000e+00       1.643222771141e+07 
       7.690902485396e-03       1.637957724905e+07       1.637155841970e+07       5.961452646181e+04       5.844824803315e+04       0.000000000000e+00       1.637340087252e+07 
       7.814730418043e-03       1.632142274404e+07       1.631322248867e+07       5.703124864903e+04       5.588693244805e+04       0.000000000000e+00       1.631523293692e+07 
       7.938632093820e-03       1.626315179571e+07       1.625476673144e+07       5.488553363225e+04       5.408123561433e+04       0.000000000000e+00       1.625694826926e+07 
       8.062604815735e-03       1.620518891691e+07       1.619661685738e+07       5.336464859376e+04       5.273033049639e+04       0.000000000000e+00       1.619897144331e+07 
       8.186646057682e-03       1.614740655564e+07       1.613864516617e+07       5.185803829822e+04       5.104028185819e+04       0.000000000000e+00       1.614117471901e+07 
       8.310753452816e-03       1.608981881989e+07       1.608086594323e+07       4.987332127201e+04       4.874782424597e+04       0.000000000000e+00       1.608357211061e+07 
       8.434924782884e-03       1.603249160992e+07       1.602334545364e+07       4.773657339241e+04       4.643369184656e+04       0.000000000000e+00       1.602622968253e+07 
       8.559157968429e-03       1.597517303269e+07       1.596583127062e+07       4.615722367891e+04       4.477822652306e+04       0.000000000000e+00       1.596889573583e+07 
       8.683451059770e-03       1.591815756056e+07       1.590861867996e+07       4.526007118523e+04       4.374418835177e+04       0.000000000000e+00       1.591186480156e+07 
       8.807802228714e-03       1.586139096757e+07       1.585165339573e+07       4.436011334587e+04       4.268750702850e+04       0.000000000000e+00       1.585508246324e+07 
       8.932209760910e-03       1.580468603421e+07       1.579474771761e+07       4.279059171643e+04       4.119244004132e+04       0.000000000000e+00       1.579836131419e+07 
       9.056672048808e-03       1.574816410629e+07       1.573802324300e+07       4.073748995080e+04       3.954254225104e+04       0.000000000000e+00       1.574182277011e+07 
       9.181187585160e-03       1.569190159763e+07       1.568155654412e+07       3.903383284700e+04       3.827462851049e+04       0.000000000000e+00       1.568554345596e+07 
       9.305754957019e-03       1.563580355495e+07       1.562525238148e+07       3.817632235113e+04       3.745025184060e+04       0.000000000000e+00       1.562942849432e+07 
       9.430372840189e-03       1.558007045893e+07       1.556931166690e+07       3.776864213780e+04       3.658769255169e+04       0.000000000000e+00       1.557367824750e+07 
       9.555039994106e-03       1.552418077237e+07       1.551321156722e+07       3.702640340770e+04       3.529963353396e+04       0.000000000000e+00       1.551777094412e+07 
       9.679755257084e-03       1.546865059249e+07       1.545746946949e+07       3.568478704778e+04       3.379629789075e+04       0.000000000000e+00       1.546222271137e+07 
       9.804517541926e-03       1.541335981184e+07       1.540196500142e+07       3.420343422435e+04       3.261080216901e+04       0.000000000000e+00       1.540691357862e+07 
       9.929325831852e-03       1.535805474239e+07       1.534644390661e+07       3.311198316672e+04       3.193171882752e+04       0.000000000000e+00       1.535158995706e+07 
       1.005417917672e-02       1.530303316356e+07       1.529120479781e+07       3.237167427980e+04       3.138913494721e+04       0.000000000000e+00       1.529654961774e+07 
       1.017907668954e-02       1.524803691562e+07       1.523598893739e+07       3.152282969746e+04       3.053093062115e+04       0.000000000000e+00       1.524153425120e+07 
       1.030401754321e-02       1.519349039479e+07       1.518122189194e+07       3.035818075939e+04       2.936524505245e+04       0.000000000000e+00       1.518696827694e+07 
       1.042900096748e-02       1.513890253893e+07       1.512641142282e+07       2.921622493983e+04       2.829464444413e+04       0.000000000000e+00       1.513236069900e+07 
       1.055402624620e-02       1.508457083821e+07       1.507185580041e+07       2.854607597643e+04       2.758390816279e+04       0.000000000000e+00       1.507800915168e+07 
       1.067909271468e-02       1.503037192548e+07       1.501743140082e+07       2.831842908016e+04       2.705099458586e+04       0.000000000000e+00       1.502379023619e+07 
       1.080419975726e-02       1.497641374487e+07       1.496324645101e+07       2.803674457682e+04       2.634746361998e+04       0.000000000000e+00       1.496981178042e+07 
       1.092934680509e-02       1.492243043447e+07       1.490903440193e+07       2.730836267714e+04       2.541684529247e+04       0.000000000000e+00       1.491580781728e+07 
       1.105453333401e-02       1.486894745668e+07       1.485532206414e+07       2.625945667621e+04       2.453948140340e+04       0.000000000000e+00       1.486230392071e+07 
       1.117975886261e-02       1.481526328460e+07       1.480140613218e+07       2.530933897071e+04       2.393596664364e+04       0.000000000000e+00       1.480859859025e+07 
       1.130502295041e-02       1.476194278550e+07       1.474785289996e+07       2.464980823263e+04       2.348259324267e+04       0.000000000000e+00       1.475525676815e+07 
       1.143032519617e-02       1.470888532955e+07       1.469456153321e+07       2.407496178734e+04       2.289291188620e+04       0.000000000000e+00       1.470217775127e+07 
       1.155566523633e-02       1.465571350663e+07       1.464115369344e+07       2.332360742579e+04       2.211064718614e+04       0.000000000000e+00       1.464898404250e+07 
       1.168104274357e-02       1.460286127881e+07       1.458806451304e+07       2.243919585193e+04       2.138765083239e+04       0.000000000000e+00       1.459610969650e+07 
       1.180645742537e-02       1.455026075204e+07       1.453522599193e+07       2.168973346378e+04       2.095122649095e+04       0.000000000000e+00       1.454348689579e+07 
       1.193190902284e-02       1.449756671512e+07       1.448229213314e+07       2.120656098986e+04       2.070771767381e+04       0.000000000000e+00       1.449077041893e+07 
       1.205739730947e-02       1.444495602913e+07       1.442944031010e+07       2.084088056882e+04       2.036228834210e+04       0.000000000000e+00       1.443813709322e+07 
       1.218292209007e-02       1.439273112975e+07       1.437697379603e+07       2.040200303974e+04       1.978708277365e+04       0.000000000000e+00       1.438588934705e+07 
       1.230848319977e-02       1.434080488641e+07       1.432480526475e+07       1.991894849356e+04       1.916129980929e+04       0.000000000000e+00       1.433394007080e+07 
       1.243408050300e-02       1.428888704184e+07       1.427264380735e+07       1.955825356551e+04       1.871798864875e+04       0.000000000000e+00       1.428199904728e+07 
       1.255971389272e-02       1.423697817831e+07       1.422048999879e+07       1.932591668635e+04       1.843972962312e+04       0.000000000000e+00       1.423006685580e+07 
       1.268538328950e-02       1.418548728589e+07       1.416875386657e+07       1.899265400343e+04       1.809286550244e+04       0.000000000000e+00       1.417855245932e+07 
       1.281108864085e-02       1.413394123552e+07       1.411696111308e+07       1.838047830356e+04       1.753845970645e+04       0.000000000000e+00       1.412698263759e+07 
       1.293682992046e-02       1.408260072645e+07       1.406537306838e+07       1.764558390682e+04       1.691377783915e+04       0.000000000000e+00       1.407561815446e+07 
       1.306260712760e-02       1.403136274976e+07       1.401388646940e+07       1.715235573986e+04       1.645573891100e+04       0.000000000000e+00       1.402435608287e+07 
       1.318842028650e-02       1.398042359179e+07       1.396269810814e+07       1.705915590335e+04       1.621068775146e+04       0.000000000000e+00       1.397339276265e+07 
       1.331426944583e-02       1.392966283682e+07       1.391168727953e+07       1.711756452719e+04       1.599638954914e+04       0.000000000000e+00       1.392260770279e+07 
       1.344015467815e-02       1.387872803359e+07       1.386050073236e+07       1.694504869148e+04       1.564461639374e+04       0.000000000000e+00       1.387164834414e+07 
       1.356607607950e-02       1.382810330521e+07       1.380962381123e+07       1.644634343216e+04       1.519850999999e+04       0.000000000000e+00       1.382099884557e+07 
       1.369203376894e-02       1.377775706177e+07       1.375902491344e+07       1.587556568270e+04       1.482147556196e+04       0.000000000000e+00       1.377062768777e+07 
       1.381802788820e-02       1.372754690067e+07       1.370856134932e+07       1.548901486158e+04       1.456652132309e+04       0.000000000000e+00       1.372039251580e+07 
       1.394405860131e-02       1.367726242316e+07       1.365802229465e+07       1.523568815823e+04       1.431631475284e+04       0.000000000000e+00       1.367008290337e+07 
       1.407012609429e-02       1.362737512075e+07       1.360788043676e+07       1.486434264492e+04       1.395985869195e+04       0.000000000000e+00       1.362017033171e+07 
       1.419623057488e-02       1.357729676635e+07       1.355754618304e+07       1.428225178019e+04       1.355194252185e+04       0.000000000000e+00       1.357006652470e+07 
       1.432237227228e-02       1.352768479057e+07       1.350767858474e+07       1.369861117281e+04       1.324426664066e+04       0.000000000000e+00       1.352042902538e+07 
       1.444855143695e-02       1.347819647987e+07       1.345793415026e+07       1.336761724486e+04       1.308033998128e+04       0.000000000000e+00       1.347091514915e+07 
       1.457476834039e-02       1.342864894413e+07       1.340812956463e+07       1.327450987309e+04       1.293554457898e+04       0.000000000000e+00       1.342134197578e+07 
       1.470102327500e-02       1.337929573969e+07       1.335851900498e+07       1.316197416669e+04       1.267619908869e+04       0.000000000000e+00       1.337196302215e+07 
       1.482731655392e-02       1.333012262853e+07       1.330908820935e+07       1.285457713614e+04       1.232501278189e+04       0.000000000000e+00       1.332276402253e+07 
       1.495364851095e-02       1.328123102986e+07       1.325993885231e+07       1.246477396822e+04       1.202029275693e+04       0.000000000000e+00       1.327384644159e+07 
       1.508001950044e-02       1.323229026914e+07       1.321073948733e+07       1.222633119174e+04       1.183055834687e+04       0.000000000000e+00       1.322487963079e+07 
       1.520642989720e-02       1.318366967100e+07       1.316186032754e+07       1.218312437900e+04       1.167321220913e+04       0.000000000000e+00       1.317623294114e+07 
       1.533288009653e-02       1.313492626966e+07       1.311285741479e+07       1.212827137391e+04       1.143286973557e+04       0.000000000000e+00       1.312746333327e+07 
       1.545937051412e-02       1.308653016061e+07       1.306420197909e+07       1.186245783567e+04       1.111515896055e+04       0.000000000000e+00       1.307904090589e+07 
       1.558590158608e-02       1.303812702752e+07       1.301553893063e+07       1.143082371804e+04       1.082790605077e+04       0.000000000000e+00       1.303061134760e+07 
       1.571247376900e-02       1.298984056393e+07       1.296699229637e+07       1.105313819846e+04       1.062866013527e+04       0.000000000000e+00       1.298229841202e+07 
       1.583908753992e-02       1.294189657935e+07       1.291878846535e+07       1.085572612275e+04       1.044831534136e+04       0.000000000000e+00       1.293432794531e+07 
       1.596574339644e-02       1.289396231753e+07       1.287059398103e+07       1.075186779671e+04       1.019373704005e+04       0.000000000000e+00       1.288636715428e+07 
       1.609244185678e-02       1.284622506987e+07       1.282259659345e+07       1.059706005186e+04       9.886772213945e+03       0.000000000000e+00       1.283860332342e+07 
       1.621918345989e-02       1.279858260638e+07       1.277469391453e+07       1.038173432127e+04       9.645757221263e+03       0.000000000000e+00       1.279093424078e+07 
       1.634596876554e-02       1.275098107572e+07       1.272683198507e+07       1.020499908123e+04       9.532439870720e+03       0.000000000000e+00       1.274330607850e+07 
       1.647279835448e-02       1.270358788877e+07       1.267917863622e+07       1.008909716082e+04       9.466674347390e+03       0.000000000000e+00       1.269588625720e+07 
       1.659967282859e-02       1.265651426477e+07       1.263184533953e+07       9.914833244683e+03       9.322986281178e+03       0.000000000000e+00       1.264878596632e+07 
       1.672659281102e-02       1.260928115606e+07       1.258435204270e+07       9.583600521297e+03       9.083401920947e+03       0.000000000000e+00       1.260152612443e+07 
       1.685355894643e-02       1.256228183147e+07       1.253709288314e+07       9.187599087927e+03       8.850504567863e+03       0.000000000000e+00       1.255450004691e+07 
       1.698057190111e-02       1.251555543918e+07       1.249010710143e+07       8.935731223052e+03       8.707076879894e+03       0.000000000000e+00       1.250774693063e+07 
       1.710763236330e-02       1.246880130490e+07       1.244309341909e+07       8.906667293729e+03       8.610766391886e+03       0.000000000000e+00       1.246096610491e+07 
       1.723474104332e-02       1.242225448904e+07       1.239628741319e+07       8.941296135533e+03       8.457530429324e+03       0.000000000000e+00       1.241439260036e+07 
       1.736189867393e-02       1.237581250073e+07       1.234958642766e+07       8.824328604447e+03       8.222774597655e+03       0.000000000000e+00       1.236792389033e+07 
       1.748910601049e-02       1.232937741239e+07       1.230289235972e+07       8.540214672432e+03       7.994356363780e+03       0.000000000000e+00       1.232146205671e+07 
       1.761636383135e-02       1.228327757679e+07       1.225653427548e+07       8.285127525887e+03       7.858229697250e+03       0.000000000000e+00       1.227533550991e+07 
       1.774367293808e-02       1.223716903599e+07       1.221016755523e+07       8.219409201040e+03       7.789941554786e+03       0.000000000000e+00       1.222920031601e+07 
       1.787103415580e-02       1.219126997735e+07       1.216401088076e+07       8.271212336143e+03       7.692209496536e+03       0.000000000000e+00       1.218327465009e+07 
       1.799844833354e-02       1.214535712963e+07       1.211784055057e+07       8.229241074110e+03       7.519298650111e+03       0.000000000000e+00       1.213733519800e+07 
       1.812591634458e-02       1.209971052103e+07       1.207193720449e+07       8.001835902533e+03       7.324964849254e+03       0.000000000000e+00       1.209166199022e+07 
       1.825343908681e-02       1.205418469113e+07       1.202615510874e+07       7.715304929666e+03       7.178429917637e+03       0.000000000000e+00       1.204610959712e+07 
       1.838101748311e-02       1.200880942176e+07       1.198052414249e+07       7.542343456280e+03       7.071955615524e+03       0.000000000000e+00       1.200070783578e+07 
       1.850865248178e-02       1.196353909256e+07       1.193499862158e+07       7.489695515501e+03       6.942695558388e+03       0.000000000000e+00       1.195541108294e+07 
       1.863634505694e-02       1.191842149603e+07       1.188962644840e+07       7.412561950892e+03       6.770936081158e+03       0.000000000000e+00       1.191026710628e+07 
       1.876409620896e-02       1.187335097317e+07       1.184430180207e+07       7.220543898977e+03       6.613540573610e+03       0.000000000000e+00       1.186517024413e+07 
       1.889190696491e-02       1.182857952124e+07       1.179927717624e+07       6.999450242759e+03       6.526420743554e+03       0.000000000000e+00       1.182037251738e+07 
       1.901977837908e-02       1.178366270712e+07       1.175410733765e+07       6.892964529182e+03       6.483459136711e+03       0.000000000000e+00       1.177542952257e+07 
       1.914771153341e-02       1.173904413385e+07       1.170923674645e+07       6.906141390350e+03       6.406819501489e+03       0.000000000000e+00       1.173078485531e+07 
       1.927570753802e-02       1.169449006176e+07       1.166443127190e+07       6.884875023524e+03       6.267457667958e+03       0.000000000000e+00       1.168620475441e+07 
       1.940376753174e-02       1.165014754891e+07       1.161983827146e+07       6.699023259941e+03       6.122892797174e+03       0.000000000000e+00       1.164183626490e+07 
       1.953189268268e-02       1.160589355901e+07       1.157533452717e+07       6.396213361254e+03       6.040198573389e+03       0.000000000000e+00       1.159755637514e+07 
       1.966008418873e-02       1.156176113051e+07       1.153095317918e+07       6.142770302087e+03       6.008202982991e+03       0.000000000000e+00       1.155339815709e+07 
       1.978834327821e-02       1.151788892322e+07       1.148683315981e+07       6.036497014828e+03       5.953386463654e+03       0.000000000000e+00       1.150950027961e+07 
       1.991667121045e-02       1.147390138908e+07       1.144259832436e+07       6.021415225937e+03       5.834589195337e+03       0.000000000000e+00       1.146548719924e+07 
       2.004506927642e-02       1.143011479929e+07       1.139856551015e+07       5.986612180233e+03       5.690504077024e+03       0.000000000000e+00       1.142167516615e+07 
       2.017353879934e-02       1.138655922025e+07       1.135476486408e+07       5.899028057791e+03       5.580612435641e+03       0.000000000000e+00       1.137809425162e+07 
       2.030208113542e-02       1.134291007423e+07       1.131087130682e+07       5.807747942905e+03       5.506106318847e+03       0.000000000000e+00       1.133441990546e+07 
       2.043069767448e-02       1.129968070256e+07       1.126739904070e+07       5.746005311277e+03       5.417683468158e+03       0.000000000000e+00       1.129116544941e+07 
       2.055938984072e-02       1.125639895345e+07       1.122387517462e+07       5.681835844617e+03       5.292432376295e+03       0.000000000000e+00       1.124785874933e+07 
       2.068815909341e-02       1.121327833739e+07       1.118051358753e+07       5.580186650079e+03       5.171688449049e+03       0.000000000000e+00       1.120471330810e+07 
       2.081700692767e-02       1.117030836500e+07       1.113730379400e+07       5.469019121828e+03       5.105345274797e+03       0.000000000000e+00       1.116171865087e+07 
       2.094593487526e-02       1.112744423663e+07       1.109420095626e+07       5.405077508404e+03       5.081550401974e+03       0.000000000000e+00       1.111882999388e+07 
